,Crossing
5795,55
5796,42
5797,61
5798,34
5799,56
5800,37
5801,51
5802,39
5803,63
5804,61
5805,67
5806,12
5807,69
5808,52
5809,49
5810,64
5811,14
5812,13
5813,55
5814,55
5815,54
5816,69
5817,59
5818,40
5819,64
5820,47
5821,58
5822,59
5823,27
5824,15
5825,75
5826,52
5827,60
5828,70
5829,31
5830,64
5831,68
5832,64
5833,57
5834,35
5835,12
5836,45
5837,60
5838,63
5839,73
5840,70
5841,56
5842,30
5843,12
5844,47
5845,72
5846,61
5847,44
5848,57
5849,72
5850,68
5851,39
5852,35
5853,61
5854,63
5855,65
5856,41
5857,38
5858,12
5859,65
5860,47
5861,13
5862,68
5863,36
5864,62
5865,62
5866,18
5867,39
5868,40
5869,76
5870,66
5871,63
5872,74
5873,42
5874,48
5875,69
5876,40
5877,39
5878,61
5879,47
5880,72
5881,67
5882,12
5883,47
5884,68
5885,64
5886,71
5887,40
5888,53
5889,28
5890,65
5891,60
5892,54
5893,53
5894,53
5895,58
5896,68
5897,59
5898,64
5899,58
5900,46
5901,68
5902,33
5903,70
5904,61
5905,59
5906,38
5907,47
5908,70
5909,35
5910,62
5911,22
5912,63
5913,62
5914,55
5915,70
5916,70
5917,30
5918,46
5919,66
5920,70
5921,10
5922,63
5923,36
5924,70
5925,42
5926,52
5927,16
5928,38
5929,40
5930,67
5931,73
5932,69
5933,15
5934,42
5935,68
5936,38
5937,21
5938,71
5939,52
5940,63
5941,71
5942,37
5943,46
5944,54
5945,68
5946,62
5947,54
5948,65
5949,64
5950,72
5951,62
5952,47
5953,66
5954,45
5955,54
5956,68
5957,43
5958,63
5959,35
5960,35
5961,71
5962,44
5963,75
5964,62
5965,74
5966,18
5967,18
5968,67
5969,72
5970,67
5971,74
5972,46
5973,13
5974,75
5975,71
5976,70
5977,70
5978,44
5979,53
5980,48
5981,16
5982,61
5983,67
5984,68
5985,72
5986,36
5987,61
5988,60
5989,37
5990,20
5991,66
5992,65
5993,77
5994,72
5995,48
5996,48
5997,64
5998,45
5999,76
6000,51
6001,55
6002,20
6003,67
6004,66
6005,17
6006,66
6007,63
6008,26
6009,11
6010,58
6011,32
6012,66
6013,43
6014,70
6015,28
6016,15
6017,74
6018,74
6019,68
6020,59
6021,19
6022,61
6023,55
6024,28
6025,58
6026,73
6027,18
6028,26
6029,65
6030,65
6031,28
6032,10
6033,66
6034,42
6035,28
6036,54
6037,53
6038,66
6039,35
6040,40
6041,25
6042,67
6043,63
6044,15
6045,55
6046,71
6047,66
6048,56
6049,31
6050,19
6051,68
6052,76
6053,57
6054,20
6055,62
6056,11
6057,34
6058,15
6059,15
6060,68
6061,74
6062,48
6063,68
6064,69
6065,69
6066,69
6067,67
6068,48
6069,48
6070,58
6071,69
6072,56
6073,61
6074,63
6075,58
6076,48
6077,43
6078,27
6079,65
6080,66
6081,59
6082,14
6083,14
6084,12
6085,63
6086,9
6087,20
6088,52
6089,57
6090,23
6091,67
6092,31
6093,66
6094,43
6095,72
6096,69
6097,66
6098,58
6099,24
6100,44
6101,11
6102,72
6103,24
6104,75
6105,13
6106,70
6107,71
6108,50
6109,66
6110,65
6111,59
6112,40
6113,64
6114,66
6115,45
6116,59
6117,27
6118,66
6119,53
6120,53
6121,56
6122,71
6123,60
6124,66
6125,40
6126,11
6127,66
6128,69
6129,40
6130,56
6131,29
6132,70
6133,66
6134,57
6135,68
6136,67
6137,71
6138,34
6139,66
6140,46
6141,65
6142,59
6143,58
6144,66
6145,64
6146,12
6147,61
6148,53
6149,69
6150,59
6151,68
6152,15
6153,44
6154,56
6155,31
6156,63
6157,55
6158,63
6159,28
6160,29
6161,65
6162,68
6163,49
6164,59
6165,58
6166,64
6167,68
6168,68
6169,62
6170,70
6171,70
6172,58
6173,65
6174,31
6175,29
6176,65
6177,58
6178,42
6179,71
6180,67
6181,36
6182,51
6183,36
6184,57
6185,29
6186,68
6187,65
6188,57
6189,59
6190,69
6191,54
6192,41
6193,45
6194,75
6195,64
6196,60
6197,59
6198,66
6199,70
6200,17
6201,60
6202,64
6203,65
6204,60
6205,34
6206,8
6207,58
6208,55
6209,70
6210,25
6211,71
6212,70
6213,72
6214,44
6215,43
6216,39
6217,48
6218,63
6219,20
6220,66
6221,68
6222,68
6223,60
6224,64
6225,69
6226,66
6227,65
6228,55
6229,69
6230,42
6231,63
6232,60
6233,72
6234,76
6235,56
6236,27
6237,60
6238,65
6239,64
6240,69
6241,64
6242,67
6243,66
6244,66
6245,38
6246,62
6247,70
6248,61
6249,75
6250,62
6251,65
6252,60
6253,69
6254,58
6255,62
6256,72
6257,65
6258,64
6259,68
6260,61
6261,36
6262,63
6263,63
6264,72
6265,30
6266,55
6267,56
6268,57
6269,73
6270,76
6271,61
6272,66
6273,66
6274,52
6275,48
6276,52
6277,31
6278,65
6279,55
6280,65
6281,65
6282,40
6283,63
6284,52
6285,42
6286,45
6287,63
6288,13
6289,63
6290,62
6291,73
6292,64
6293,56
6294,68
6295,47
6296,66
6297,75
6298,63
6299,64
6300,68
6301,18
6302,60
6303,32
6304,61
6305,68
6306,56
6307,54
6308,69
6309,28
6310,66
6311,60
6312,66
6313,65
6314,72
6315,45
6316,36
6317,52
6318,63
6319,59
6320,63
6321,43
6322,63
6323,57
6324,57
6325,48
6326,64
6327,64
6328,68
6329,71
6330,63
6331,67
6332,64
6333,59
6334,58
6335,63
6336,64
6337,72
6338,65
6339,24
6340,65
6341,68
6342,64
6343,14
6344,43
6345,52
6346,63
6347,69
6348,64
6349,62
6350,70
6351,65
6352,64
6353,80
6354,46
6355,75
6356,34
6357,44
6358,61
6359,62
6360,71
6361,31
6362,67
6363,37
6364,36
6365,68
6366,15
6367,70
6368,66
6369,68
6370,53
6371,14
6372,57
6373,60
6374,72
6375,72
6376,44
6377,50
6378,54
6379,56
6380,64
6381,63
6382,28
6383,12
6384,40
6385,62
6386,39
6387,65
6388,13
6389,39
6390,48
6391,62
6392,68
6393,66
6394,34
6395,66
6396,56
6397,44
6398,69
6399,59
6400,58
6401,60
6402,63
6403,72
6404,59
6405,59
6406,54
6407,55
6408,62
6409,52
6410,65
6411,72
6412,71
6413,50
6414,34
6415,58
6416,64
6417,21
6418,65
6419,14
6420,53
6421,51
6422,52
6423,68
6424,32
6425,17
6426,17
6427,47
6428,58
6429,10
6430,62
6431,43
6432,40
6433,64
6434,63
6435,49
6436,67
6437,40
6438,28
6439,70
6440,13
6441,44
6442,78
6443,60
6444,67
6445,75
6446,69
6447,58
6448,33
6449,22
6450,74
6451,66
6452,28
6453,73
6454,9
6455,43
6456,66
6457,48
6458,28
6459,66
6460,46
6461,58
6462,16
6463,55
6464,66
6465,10
6466,8
6467,65
6468,68
6469,67
6470,75
6471,68
6472,66
6473,64
6474,49
6475,37
6476,13
6477,13
6478,63
6479,43
6480,66
6481,44
6482,63
6483,60
6484,62
6485,54
6486,60
6487,70
6488,67
6489,33
6490,14
6491,67
6492,71
6493,72
6494,68
6495,51
6496,65
6497,68
6498,58
6499,57
6500,57
6501,18
6502,53
6503,67
6504,43
6505,60
6506,47
6507,69
6508,51
6509,11
6510,53
6511,59
6512,45
6513,68
6514,70
6515,64
6516,54
6517,13
6518,64
6519,51
6520,34
6521,49
6522,33
6523,58
6524,34
6525,11
6526,62
6527,68
6528,68
6529,73
6530,67
6531,71
6532,69
6533,48
6534,43
6535,53
6536,54
6537,61
6538,61
6539,69
6540,69
6541,55
6542,32
6543,68
6544,63
6545,73
6546,44
6547,62
6548,64
6549,58
6550,69
6551,66
6552,43
6553,70
6554,51
6555,63
6556,19
6557,56
6558,67
6559,14
6560,67
6561,67
6562,60
6563,56
6564,62
6565,58
6566,13
6567,67
6568,68
6569,34
6570,70
6571,66
6572,12
6573,14
6574,20
6575,46
6576,62
6577,71
6578,43
6579,43
6580,32
6581,10
6582,60
6583,72
6584,65
6585,64
6586,16
6587,55
6588,14
6589,58
6590,41
6591,46
6592,64
6593,45
6594,54
6595,61
6596,43
6597,48
6598,73
6599,10
6600,56
6601,36
6602,38
6603,73
6604,11
6605,43
6606,61
6607,27
6608,64
6609,19
6610,31
6611,63
6612,70
6613,37
6614,51
6615,53
6616,65
6617,31
6618,28
6619,33
6620,63
6621,17
6622,23
6623,75
6624,58
6625,65
6626,70
6627,32
6628,57
6629,56
6630,56
6631,56
6632,63
6633,69
6634,67
6635,22
6636,73
6637,70
6638,67
6639,59
6640,68
6641,78
6642,47
6643,65
6644,18
6645,62
6646,53
6647,35
6648,33
6649,55
6650,68
6651,58
6652,63
6653,53
6654,37
6655,36
6656,44
6657,59
6658,12
6659,52
6660,68
6661,64
6662,41
6663,76
6664,68
6665,23
6666,74
6667,55
6668,13
6669,67
6670,70
6671,29
6672,45
6673,67
6674,71
6675,53
6676,64
6677,70
6678,70
6679,70
6680,67
6681,67
6682,49
6683,40
6684,12
6685,71
6686,61
6687,67
6688,53
6689,41
6690,62
6691,58
6692,54
6693,32
6694,72
6695,52
6696,51
6697,67
6698,71
6699,47
6700,54
6701,70
6702,43
6703,64
6704,49
6705,16
6706,61
6707,62
6708,62
6709,57
6710,39
6711,65
6712,70
6713,65
6714,58
6715,57
6716,54
6717,25
6718,71
6719,61
6720,69
6721,60
6722,66
6723,68
6724,73
6725,71
6726,60
6727,76
6728,24
6729,45
6730,21
6731,69
6732,69
6733,66
6734,38
6735,64
6736,67
6737,71
6738,49
6739,33
6740,43
6741,63
6742,36
6743,69
6744,49
6745,57
6746,59
6747,32
6748,67
6749,65
6750,67
6751,60
6752,43
6753,39
6754,41
6755,68
6756,13
6757,13
6758,62
6759,67
6760,56
6761,61
6762,65
6763,57
6764,67
6765,16
6766,61
6767,16
6768,64
6769,65
6770,25
6771,61
6772,61
6773,65
6774,64
6775,74
6776,66
6777,54
6778,67
6779,58
6780,62
6781,55
6782,74
6783,74
6784,66
6785,71
6786,68
6787,52
6788,59
6789,64
6790,70
6791,53
6792,48
6793,57
6794,61
6795,69
6796,71
6797,37
6798,66
6799,63
6800,24
6801,56
6802,62
6803,57
6804,33
6805,49
6806,18
6807,58
6808,63
6809,46
6810,62
6811,64
6812,65
6813,63
6814,28
6815,68
6816,55
6817,14
6818,67
6819,60
6820,30
6821,65
6822,29
6823,13
6824,60
6825,15
6826,65
6827,11
6828,62
6829,61
6830,53
6831,14
6832,70
6833,62
6834,62
6835,61
6836,66
6837,67
6838,23
6839,61
6840,58
6841,27
6842,16
6843,12
6844,62
6845,67
6846,68
6847,11
6848,45
6849,64
6850,51
6851,15
6852,58
6853,12
6854,57
6855,40
6856,30
6857,23
6858,11
6859,63
6860,31
6861,65
6862,55
6863,67
6864,34
6865,36
6866,61
6867,70
6868,46
6869,62
6870,45
6871,13
6872,63
6873,35
6874,62
6875,66
6876,51
6877,31
6878,64
6879,66
6880,23
6881,55
6882,63
6883,67
6884,65
6885,65
6886,65
6887,64
6888,48
6889,64
6890,44
6891,50
6892,60
6893,67
6894,58
6895,66
6896,66
6897,39
6898,32
6899,60
6900,66
6901,58
6902,66
6903,64
6904,59
6905,55
6906,41
6907,13
6908,48
6909,53
6910,69
6911,14
6912,73
6913,56
6914,59
6915,33
6916,55
6917,64
6918,64
6919,67
6920,70
6921,55
6922,37
6923,64
6924,43
6925,64
6926,70
6927,11
6928,60
6929,64
6930,73
6931,63
6932,37
6933,46
6934,59
6935,68
6936,68
6937,68
6938,36
6939,55
6940,55
6941,7
6942,63
6943,55
6944,44
6945,49
6946,45
6947,57
6948,13
6949,63
6950,59
6951,35
6952,68
6953,22
6954,60
6955,64
6956,41
6957,19
6958,65
6959,46
6960,48
6961,17
6962,65
6963,24
6964,68
6965,49
6966,59
6967,58
6968,65
6969,60
6970,69
6971,70
6972,74
6973,70
6974,55
6975,57
6976,59
6977,62
6978,33
6979,54
6980,63
6981,67
6982,64
6983,68
6984,65
6985,58
6986,59
6987,59
6988,67
6989,61
6990,53
6991,68
6992,70
6993,61
6994,63
6995,67
6996,64
6997,65
6998,47
6999,73
7000,69
7001,48
7002,63
7003,52
7004,66
7005,65
7006,16
7007,59
7008,50
7009,51
7010,44
7011,22
7012,65
7013,59
7014,59
7015,66
7016,72
7017,66
7018,13
7019,71
7020,15
7021,69
7022,56
7023,71
7024,10
7025,63
7026,27
7027,49
7028,13
7029,41
7030,67
7031,9
7032,70
7033,63
7034,62
7035,70
7036,11
7037,67
7038,67
7039,63
7040,20
7041,39
7042,55
7043,60
7044,61
7045,52
7046,64
7047,64
7048,62
7049,36
7050,70
7051,32
7052,60
7053,48
7054,74
7055,65
7056,73
7057,62
7058,17
7059,15
7060,43
7061,59
7062,68
7063,50
7064,69
7065,66
7066,38
7067,33
7068,18
7069,55
7070,18
7071,11
7072,73
7073,74
7074,68
7075,11
7076,66
7077,53
7078,66
7079,67
7080,47
7081,52
7082,63
7083,60
7084,54
7085,38
7086,44
7087,63
7088,60
7089,60
7090,68
7091,69
7092,58
7093,55
7094,44
7095,69
7096,37
7097,59
7098,63
7099,11
7100,63
7101,38
7102,68
7103,29
7104,43
7105,40
7106,53
7107,58
7108,27
7109,24
7110,61
7111,66
7112,66
7113,70
7114,39
7115,67
7116,62
7117,39
7118,61
7119,61
7120,28
7121,61
7122,62
7123,71
7124,60
7125,69
7126,63
7127,71
7128,30
7129,13
7130,60
7131,55
7132,66
7133,71
7134,42
7135,63
7136,54
7137,52
7138,65
7139,30
7140,30
7141,52
7142,63
7143,68
7144,65
7145,25
7146,50
7147,68
7148,64
7149,68
7150,29
7151,17
7152,36
7153,52
7154,55
7155,61
7156,23
7157,56
7158,59
7159,46
7160,14
7161,55
7162,34
7163,62
7164,69
7165,60
7166,17
7167,64
7168,63
7169,47
7170,48
7171,30
7172,34
7173,65
7174,48
7175,57
7176,63
7177,18
7178,63
7179,62
7180,66
7181,73
7182,69
7183,58
7184,52
7185,71
7186,65
7187,62
7188,61
7189,50
7190,67
7191,67
7192,52
7193,58
7194,15
7195,50
7196,65
7197,54
7198,32
7199,66
7200,65
7201,28
7202,75
7203,56
7204,59
7205,37
7206,41
7207,63
7208,56
7209,59
7210,62
7211,71
7212,68
7213,56
7214,51
7215,12
7216,28
7217,47
7218,56
7219,43
7220,57
7221,65
7222,71
7223,67
7224,18
7225,63
7226,61
7227,53
7228,72
7229,62
7230,65
7231,66
7232,68
7233,69
7234,67
7235,67
7236,54
7237,58
7238,64
7239,18
7240,65
7241,58
7242,58
7243,32
7244,32
7245,62
7246,62
7247,11
7248,55
7249,70
7250,52
7251,53
7252,65
7253,60
7254,70
7255,67
7256,47
7257,14
7258,62
7259,58
7260,46
7261,47
7262,37
7263,64
7264,68
7265,42
7266,73
7267,32
7268,34
7269,63
7270,40
7271,57
7272,55
7273,59
7274,70
7275,66
7276,67
7277,63
7278,69
7279,52
7280,55
7281,65
7282,12
7283,19
7284,50
7285,71
7286,73
7287,50
7288,66
7289,65
7290,73
7291,65
7292,67
7293,67
7294,69
7295,57
7296,58
7297,58
7298,63
7299,55
7300,71
7301,12
7302,49
7303,58
7304,47
7305,61
7306,62
7307,54
7308,66
7309,60
7310,60
7311,48
7312,45
7313,64
7314,62
7315,43
7316,60
7317,12
7318,59
7319,59
7320,68
7321,59
7322,64
7323,38
7324,69
7325,65
7326,48
7327,63
7328,63
7329,65
7330,68
7331,50
7332,60
7333,69
7334,64
7335,35
7336,47
7337,11
7338,55
7339,65
7340,48
7341,14
7342,14
7343,58
7344,58
7345,34
7346,70
7347,73
7348,65
7349,67
7350,13
7351,60
7352,56
7353,70
7354,75
7355,14
7356,47
7357,27
7358,24
7359,40
7360,30
7361,68
7362,58
7363,74
7364,60
7365,71
7366,52
7367,31
7368,38
7369,36
7370,60
7371,68
7372,63
7373,32
7374,51
7375,15
7376,66
7377,51
7378,61
7379,67
7380,33
7381,59
7382,62
7383,43
7384,62
7385,30
7386,64
7387,20
7388,13
7389,53
7390,18
7391,59
7392,62
7393,33
7394,68
7395,68
7396,60
7397,65
7398,59
7399,59
7400,33
7401,15
7402,11
7403,62
7404,63
7405,56
7406,67
7407,50
7408,55
7409,53
7410,49
7411,61
7412,10
7413,65
7414,54
7415,49
7416,59
7417,31
7418,58
7419,62
7420,64
7421,60
7422,48
7423,29
7424,25
7425,44
7426,40
7427,25
7428,73
7429,42
7430,40
7431,59
7432,63
7433,61
7434,59
7435,61
7436,64
7437,44
7438,61
7439,76
7440,66
7441,58
7442,62
7443,65
7444,65
7445,44
7446,44
7447,63
7448,46
7449,66
7450,61
7451,44
7452,65
7453,71
7454,65
7455,58
7456,37
7457,62
7458,41
7459,44
7460,62
7461,34
7462,67
7463,72
7464,44
7465,37
7466,30
7467,59
7468,41
7469,54
7470,57
7471,64
7472,27
7473,15
7474,63
7475,44
7476,15
7477,57
7478,69
7479,68
7480,69
7481,73
7482,16
7483,67
7484,46
7485,43
7486,57
7487,68
7488,72
7489,37
7490,62
7491,69
7492,72
7493,58
7494,52
7495,65
7496,67
7497,67
7498,41
7499,48
7500,69
7501,64
7502,68
7503,15
7504,53
7505,53
7506,75
7507,14
7508,61
7509,56
7510,64
7511,64
7512,54
7513,62
7514,65
7515,12
7516,61
7517,64
7518,67
7519,43
7520,33
7521,11
7522,60
7523,58
7524,60
7525,46
7526,13
7527,69
7528,61
7529,47
7530,46
7531,53
7532,72
7533,66
7534,10
7535,67
7536,47
7537,59
7538,65
7539,55
7540,36
7541,70
7542,53
7543,63
7544,41
7545,58
7546,62
7547,68
7548,68
7549,60
7550,65
7551,59
7552,66
7553,63
7554,41
7555,13
7556,31
7557,63
7558,56
7559,62
7560,68
7561,58
7562,66
7563,33
7564,52
7565,59
7566,65
7567,51
7568,66
7569,71
7570,65
7571,54
7572,57
7573,58
7574,69
7575,65
7576,62
7577,77
7578,65
7579,58
7580,25
7581,58
7582,60
7583,28
7584,67
7585,54
7586,62
7587,68
7588,64
7589,64
7590,54
7591,52
7592,67
7593,66
7594,71
7595,71
7596,63
7597,52
7598,37
7599,37
7600,44
7601,20
7602,61
7603,67
7604,39
7605,43
7606,66
7607,67
7608,67
7609,34
7610,41
7611,55
7612,51
7613,62
7614,66
7615,70
7616,64
7617,66
7618,66
7619,50
7620,44
7621,62
7622,67
7623,15
7624,58
7625,59
7626,62
7627,51
7628,62
7629,69
7630,57
7631,49
7632,46
7633,58
7634,58
7635,56
7636,43
7637,72
7638,57
7639,43
7640,64
7641,68
7642,55
7643,53
7644,66
7645,45
7646,60
7647,68
7648,55
7649,65
7650,65
7651,62
7652,49
7653,71
7654,60
7655,51
7656,13
7657,54
7658,43
7659,61
7660,27
7661,65
7662,35
7663,66
7664,63
7665,49
7666,58
7667,75
7668,67
7669,15
7670,40
7671,68
7672,67
7673,69
7674,39
7675,63
7676,39
7677,51
7678,66
7679,50
7680,16
7681,52
7682,69
7683,57
7684,24
7685,20
7686,47
7687,68
7688,29
7689,67
7690,52
7691,19
7692,13
7693,64
7694,16
7695,66
7696,74
7697,31
7698,16
7699,61
7700,68
7701,68
7702,48
7703,58
7704,68
7705,66
7706,56
7707,65
7708,68
7709,50
7710,27
7711,22
7712,59
7713,59
7714,53
7715,66
7716,66
7717,61
7718,18
7719,65
7720,54
7721,64
7722,65
7723,43
7724,65
7725,69
7726,14
7727,37
7728,29
7729,63
7730,62
7731,40
7732,13
7733,54
7734,57
7735,62
7736,49
7737,42
7738,13
7739,44
7740,71
7741,51
7742,67
7743,60
7744,38
7745,59
7746,41
7747,13
7748,63
7749,13
7750,61
7751,60
7752,60
7753,52
7754,41
7755,60
7756,25
7757,35
7758,33
7759,64
7760,66
7761,68
7762,67
7763,70
7764,72
7765,58
7766,62
7767,42
7768,59
7769,59
7770,68
7771,51
7772,61
7773,51
7774,9
7775,66
7776,30
7777,68
7778,46
7779,65
7780,31
7781,15
7782,53
7783,53
7784,68
7785,69
7786,42
7787,62
7788,49
7789,65
7790,34
7791,48
7792,58
7793,65
7794,55
7795,57
7796,64
7797,63
7798,59
7799,52
7800,60
7801,60
7802,78
7803,78
7804,43
7805,64
7806,74
7807,63
7808,19
7809,31
7810,69
7811,63
7812,48
7813,60
7814,54
7815,46
7816,68
7817,72
7818,74
7819,44
7820,68
7821,43
7822,55
7823,67
7824,67
7825,66
7826,59
7827,63
7828,59
7829,39
7830,27
7831,68
7832,23
7833,56
7834,66
7835,65
7836,63
7837,69
7838,53
7839,60
7840,58
7841,33
7842,61
7843,61
7844,66
7845,17
7846,29
7847,36
7848,65
7849,66
7850,72
7851,60
7852,58
7853,62
7854,62
7855,43
7856,60
7857,64
7858,63
7859,56
7860,65
7861,71
7862,69
7863,50
7864,19
7865,42
7866,60
7867,64
7868,66
7869,26
7870,67
7871,68
7872,70
7873,62
7874,66
7875,15
7876,17
7877,57
7878,48
7879,45
7880,60
7881,52
7882,52
7883,64
7884,59
7885,60
7886,50
7887,67
7888,67
7889,59
7890,72
7891,55
7892,58
7893,66
7894,72
7895,58
7896,52
7897,29
7898,61
7899,46
7900,64
7901,59
7902,52
7903,62
7904,64
7905,64
7906,58
7907,63
7908,64
7909,65
7910,34
7911,40
7912,37
7913,68
7914,27
7915,64
7916,51
7917,73
7918,61
7919,56
7920,53
7921,34
7922,23
7923,16
7924,68
7925,38
7926,68
7927,69
7928,64
7929,73
7930,72
7931,24
7932,59
7933,65
7934,59
7935,20
7936,49
7937,32
7938,69
7939,63
7940,12
7941,26
7942,38
7943,70
7944,68
7945,56
7946,58
7947,32
7948,66
7949,21
7950,53
7951,54
7952,58
7953,56
7954,47
7955,65
7956,65
7957,25
7958,66
7959,58
7960,63
7961,64
7962,64
7963,45
7964,65
7965,42
7966,43
7967,62
7968,37
7969,57
7970,58
7971,56
7972,29
7973,57
7974,12
7975,23
7976,65
7977,70
7978,65
7979,20
7980,45
7981,64
7982,65
7983,68
7984,65
7985,52
7986,37
7987,22
7988,18
7989,58
7990,67
7991,10
7992,58
7993,65
7994,66
7995,65
7996,73
7997,61
7998,16
7999,37
8000,59
8001,67
8002,14
8003,49
8004,56
8005,64
8006,39
8007,39
8008,64
8009,31
8010,57
8011,24
8012,48
8013,51
8014,38
8015,33
8016,56
8017,62
8018,40
8019,62
8020,69
8021,54
8022,66
8023,60
8024,32
8025,65
8026,56
8027,33
8028,67
8029,61
8030,71
8031,68
8032,49
8033,50
8034,64
8035,66
8036,79
8037,78
8038,70
8039,38
8040,68
8041,54
8042,58
8043,10
8044,62
8045,64
8046,50
8047,42
8048,49
8049,44
8050,36
8051,62
8052,11
8053,15
8054,45
8055,46
8056,56
8057,66
8058,66
8059,63
8060,48
8061,67
8062,39
8063,53
8064,62
8065,10
8066,51
8067,63
8068,69
8069,56
8070,13
8071,10
8072,66
8073,70
8074,29
8075,62
8076,38
8077,43
8078,67
8079,31
8080,59
8081,53
8082,50
8083,59
8084,60
8085,44
8086,49
8087,63
8088,17
8089,44
8090,54
8091,71
8092,18
8093,46
8094,46
8095,67
8096,61
8097,33
8098,64
8099,59
8100,62
8101,55
8102,19
8103,61
8104,14
8105,58
8106,55
8107,70
8108,61
8109,61
8110,55
8111,25
8112,64
8113,55
8114,36
8115,42
8116,67
8117,55
8118,59
8119,66
8120,18
8121,65
8122,28
8123,70
8124,45
8125,43
8126,47
8127,40
8128,66
8129,13
8130,59
8131,68
8132,39
8133,66
8134,37
8135,57
8136,40
8137,63
8138,55
8139,66
8140,43
8141,59
8142,59
8143,58
8144,26
8145,15
8146,16
8147,68
8148,67
8149,65
8150,71
8151,27
8152,37
8153,62
8154,31
8155,36
8156,61
8157,60
8158,67
8159,12
8160,12
8161,70
8162,58
8163,62
8164,65
8165,64
8166,31
8167,59
8168,45
8169,58
8170,50
8171,67
8172,64
8173,33
8174,64
8175,12
8176,61
8177,69
8178,54
8179,53
8180,61
8181,48
8182,79
8183,57
8184,69
8185,52
8186,66
8187,60
8188,68
8189,64
8190,64
8191,65
8192,51
8193,63
8194,62
8195,18
8196,64
8197,60
8198,65
8199,68
8200,40
8201,64
8202,56
8203,52
8204,68
8205,25
8206,68
8207,68
8208,56
8209,65
8210,62
8211,62
8212,73
8213,27
8214,69
8215,32
8216,12
8217,31
8218,60
8219,30
8220,66
8221,48
8222,34
8223,49
8224,48
8225,55
8226,75
8227,49
8228,58
8229,56
8230,61
8231,21
8232,13
8233,48
8234,65
8235,57
8236,42
8237,70
8238,64
8239,66
8240,67
8241,45
8242,60
8243,11
8244,39
8245,66
8246,53
8247,62
8248,57
8249,53
8250,38
8251,70
8252,66
8253,58
8254,63
8255,52
8256,60
8257,66
8258,54
8259,67
8260,68
8261,60
8262,60
8263,43
8264,32
8265,59
8266,55
8267,35
8268,70
8269,28
8270,49
8271,62
8272,62
8273,15
8274,47
8275,69
8276,30
8277,48
8278,67
8279,64
8280,25
8281,38
8282,52
8283,58
8284,60
8285,25
8286,49
8287,29
8288,63
8289,28
8290,64
8291,54
8292,73
8293,25
8294,69
8295,12
8296,68
8297,68
8298,42
8299,62
8300,13
8301,53
8302,62
8303,64
8304,10
8305,62
8306,43
8307,51
8308,62
8309,8
8310,56
8311,33
8312,62
8313,62
8314,26
8315,52
8316,10
8317,55
8318,60
8319,49
8320,65
8321,64
8322,60
8323,66
8324,70
8325,56
8326,61
8327,62
8328,30
8329,48
8330,59
8331,58
8332,68
8333,57
8334,59
8335,55
8336,68
8337,60
8338,63
8339,55
8340,38
8341,40
8342,63
8343,59
8344,66
8345,63
8346,60
8347,20
8348,20
8349,53
8350,70
8351,57
8352,52
8353,58
8354,12
8355,62
8356,67
8357,65
8358,32
8359,39
8360,66
8361,16
8362,51
8363,62
8364,62
8365,66
8366,65
8367,62
8368,67
8369,70
8370,69
8371,68
8372,32
8373,75
8374,67
8375,14
8376,41
8377,52
8378,58
8379,54
8380,64
8381,36
8382,63
8383,39
8384,18
8385,59
8386,67
8387,65
8388,16
8389,49
8390,68
8391,64
8392,67
8393,54
8394,38
8395,59
8396,64
8397,64
8398,52
8399,43
8400,73
8401,72
8402,13
8403,60
8404,30
8405,72
8406,63
8407,46
8408,65
8409,53
8410,48
8411,32
8412,55
8413,67
8414,64
8415,64
8416,42
8417,62
8418,67
8419,61
8420,25
8421,62
8422,61
8423,49
8424,37
8425,62
8426,64
8427,70
8428,25
8429,65
8430,49
8431,49
8432,70
8433,58
8434,67
8435,58
8436,70
8437,71
8438,46
8439,62
8440,73
8441,55
8442,59
8443,45
8444,45
8445,64
8446,63
8447,61
8448,34
8449,68
8450,45
8451,15
8452,55
8453,28
8454,64
8455,65
8456,57
8457,34
8458,43
8459,69
8460,76
8461,45
8462,63
8463,65
8464,68
8465,59
8466,59
8467,62
8468,71
8469,63
8470,40
8471,68
8472,61
8473,56
8474,46
8475,67
8476,53
8477,69
8478,62
8479,53
8480,65
8481,40
8482,15
8483,56
8484,63
8485,60
8486,21
8487,62
8488,36
8489,69
8490,57
8491,61
8492,63
8493,53
8494,64
8495,62
8496,59
8497,52
8498,42
8499,34
8500,37
8501,71
8502,47
8503,43
8504,43
8505,20
8506,43
8507,13
8508,55
8509,19
8510,36
8511,50
8512,65
8513,68
8514,69
8515,53
8516,47
8517,47
8518,68
8519,15
8520,57
8521,46
8522,62
8523,13
8524,62
8525,67
8526,68
8527,41
8528,45
8529,69
8530,36
8531,25
8532,70
8533,69
8534,59
8535,64
8536,46
8537,65
8538,48
8539,28
8540,59
8541,43
8542,60
8543,67
8544,67
8545,60
8546,61
8547,54
8548,71
8549,58
8550,48
8551,50
8552,62
8553,49
8554,48
8555,60
8556,14
8557,66
8558,55
8559,47
8560,54
8561,65
8562,60
8563,42
8564,9
8565,66
8566,57
8567,59
8568,59
8569,69
8570,59
8571,62
8572,15
8573,57
8574,33
8575,61
8576,63
8577,66
8578,30
8579,57
8580,65
8581,68
8582,44
8583,65
8584,66
8585,71
8586,39
8587,68
8588,63
8589,35
8590,67
8591,62
8592,13
