,Defending
5797,151
5798,50
5799,216
5800,212
5801,53
5802,88
5803,98
5804,206
5805,200
5806,212
5807,201
5808,198
5809,180
5810,200
5811,37
5812,45
5813,226
5814,226
5815,135
5816,201
5817,103
5818,93
5819,56
5820,92
5821,201
5822,201
5823,211
5824,36
5825,166
5826,202
5827,195
5828,203
5829,208
5830,199
5831,192
5832,92
5833,71
5834,53
5835,31
5836,205
5837,149
5838,123
5839,132
5840,201
5841,50
5842,198
5843,43
5844,53
5845,196
5846,104
5847,198
5848,192
5849,202
5850,198
5851,66
5852,206
5853,207
5854,174
5855,213
5856,200
5857,208
5858,37
5859,100
5860,218
5861,46
5862,213
5863,96
5864,126
5865,126
5866,46
5867,76
5868,42
5869,196
5870,193
5871,45
5872,181
5873,197
5874,71
5875,170
5876,62
5877,203
5878,208
5879,212
5880,198
5881,55
5882,52
5883,75
5884,131
5885,73
5886,144
5887,201
5888,203
5889,85
5890,192
5891,180
5892,102
5893,205
5894,58
5895,201
5896,198
5897,65
5898,63
5899,206
5900,207
5901,197
5902,211
5903,176
5904,194
5905,197
5906,202
5907,206
5908,200
5909,59
5910,36
5911,214
5912,198
5913,66
5914,134
5915,194
5916,194
5917,36
5918,200
5919,204
5920,106
5921,34
5922,148
5923,202
5924,193
5925,52
5926,205
5927,41
5928,202
5929,205
5930,80
5931,182
5932,179
5933,47
5934,197
5935,167
5936,201
5937,45
5938,179
5939,198
5940,77
5941,197
5942,203
5943,205
5944,220
5945,134
5946,196
5947,208
5948,207
5949,150
5950,194
5951,193
5952,68
5953,109
5954,78
5955,201
5956,204
5957,200
5958,197
5959,210
5960,70
5961,210
5962,65
5963,216
5964,200
5965,58
5966,60
5967,60
5968,175
5969,194
5970,104
5971,193
5972,212
5973,37
5974,95
5975,101
5976,198
5977,136
5978,185
5979,201
5980,211
5981,43
5982,62
5983,194
5984,191
5985,193
5986,206
5987,172
5988,133
5989,201
5990,209
5991,108
5992,67
5993,189
5994,196
5995,203
5996,201
5997,209
5998,106
5999,198
6000,125
6001,54
6002,39
6003,195
6004,92
6005,37
6006,127
6007,69
6008,207
6009,33
6010,66
6011,205
6012,77
6013,83
6014,90
6015,203
6016,41
6017,209
6018,209
6019,128
6020,98
6021,51
6022,57
6023,112
6024,210
6025,205
6026,150
6027,44
6028,197
6029,183
6030,212
6031,207
6032,28
6033,195
6034,214
6035,202
6036,195
6037,191
6038,84
6039,209
6040,204
6041,211
6042,193
6043,63
6044,39
6045,60
6046,171
6047,49
6048,109
6049,222
6050,48
6051,197
6052,146
6053,210
6054,40
6055,77
6056,45
6057,200
6058,47
6059,46
6060,88
6061,190
6062,203
6063,211
6064,100
6065,200
6066,196
6067,130
6068,66
6069,66
6070,208
6071,217
6072,161
6073,50
6074,195
6075,57
6076,215
6077,209
6078,212
6079,116
6080,207
6081,169
6082,48
6083,45
6084,50
6085,173
6086,41
6087,49
6088,210
6089,163
6090,207
6091,136
6092,52
6093,200
6094,223
6095,85
6096,209
6097,146
6098,199
6099,40
6100,201
6101,210
6102,198
6103,218
6104,209
6105,36
6106,153
6107,106
6108,204
6109,64
6110,190
6111,109
6112,102
6113,166
6114,198
6115,76
6116,79
6117,198
6118,196
6119,56
6120,56
6121,202
6122,201
6123,81
6124,196
6125,210
6126,42
6127,105
6128,145
6129,197
6130,189
6131,78
6132,199
6133,119
6134,202
6135,119
6136,186
6137,203
6138,201
6139,187
6140,57
6141,201
6142,134
6143,198
6144,182
6145,95
6146,32
6147,71
6148,201
6149,74
6150,100
6151,212
6152,41
6153,105
6154,42
6155,62
6156,194
6157,70
6158,73
6159,75
6160,207
6161,43
6162,103
6163,174
6164,205
6165,195
6166,199
6167,90
6168,45
6169,45
6170,89
6171,89
6172,180
6173,98
6174,213
6175,200
6176,202
6177,194
6178,203
6179,193
6180,202
6181,218
6182,195
6183,53
6184,199
6185,208
6186,168
6187,193
6188,202
6189,202
6190,92
6191,81
6192,208
6193,73
6194,196
6195,93
6196,147
6197,110
6198,167
6199,174
6200,50
6201,189
6202,95
6203,45
6204,219
6205,214
6206,32
6207,94
6208,166
6209,141
6210,204
6211,203
6212,82
6213,153
6214,212
6215,49
6216,205
6217,191
6218,196
6219,50
6220,143
6221,148
6222,148
6223,105
6224,100
6225,70
6226,82
6227,206
6228,193
6229,155
6230,64
6231,210
6232,89
6233,148
6234,217
6235,38
6236,202
6237,186
6238,193
6239,122
6240,216
6241,109
6242,68
6243,103
6244,89
6245,55
6246,132
6247,200
6248,149
6249,184
6250,67
6251,191
6252,63
6253,195
6254,209
6255,60
6256,114
6257,192
6258,190
6259,80
6260,199
6261,45
6262,194
6263,190
6264,143
6265,199
6266,217
6267,66
6268,199
6269,152
6270,205
6271,165
6272,191
6273,191
6274,198
6275,206
6276,67
6277,69
6278,103
6279,91
6280,197
6281,86
6282,68
6283,70
6284,200
6285,73
6286,201
6287,98
6288,41
6289,66
6290,48
6291,149
6292,79
6293,195
6294,202
6295,33
6296,65
6297,126
6298,208
6299,133
6300,194
6301,43
6302,211
6303,211
6304,172
6305,188
6306,192
6307,211
6308,202
6309,211
6310,123
6311,194
6312,133
6313,78
6314,202
6315,56
6316,190
6317,198
6318,77
6319,70
6320,200
6321,207
6322,212
6323,55
6324,55
6325,84
6326,50
6327,187
6328,202
6329,94
6330,135
6331,205
6332,136
6333,204
6334,211
6335,105
6336,81
6337,119
6338,82
6339,213
6340,102
6341,173
6342,68
6343,45
6344,199
6345,199
6346,204
6347,47
6348,211
6349,197
6350,195
6351,160
6352,115
6353,195
6354,204
6355,180
6356,206
6357,198
6358,211
6359,202
6360,185
6361,209
6362,116
6363,187
6364,197
6365,208
6366,62
6367,189
6368,215
6369,198
6370,210
6371,48
6372,189
6373,39
6374,197
6375,197
6376,36
6377,123
6378,135
6379,67
6380,199
6381,177
6382,94
6383,28
6384,123
6385,178
6386,64
6387,50
6388,40
6389,81
6390,188
6391,40
6392,102
6393,88
6394,210
6395,119
6396,68
6397,208
6398,162
6399,203
6400,166
6401,202
6402,68
6403,197
6404,84
6405,200
6406,70
6407,195
6408,163
6409,136
6410,60
6411,205
6412,184
6413,48
6414,54
6415,205
6416,196
6417,52
6418,210
6419,35
6420,63
6421,202
6422,202
6423,207
6424,58
6425,39
6426,39
6427,195
6428,203
6429,42
6430,200
6431,108
6432,61
6433,197
6434,195
6435,209
6436,206
6437,82
6438,202
6439,168
6440,35
6441,46
6442,96
6443,83
6444,188
6445,77
6446,87
6447,209
6448,212
6449,45
6450,204
6451,87
6452,210
6453,193
6454,33
6455,57
6456,198
6457,51
6458,204
6459,194
6460,206
6461,92
6462,36
6463,205
6464,208
6465,38
6466,38
6467,46
6468,90
6469,203
6470,196
6471,192
6472,99
6473,213
6474,173
6475,201
6476,50
6477,50
6478,115
6479,99
6480,195
6481,199
6482,201
6483,76
6484,199
6485,54
6486,192
6487,79
6488,168
6489,201
6490,217
6491,61
6492,196
6493,186
6494,207
6495,201
6496,71
6497,199
6498,87
6499,212
6500,180
6501,41
6502,195
6503,192
6504,206
6505,203
6506,193
6507,203
6508,209
6509,29
6510,171
6511,159
6512,71
6513,75
6514,106
6515,201
6516,53
6517,36
6518,180
6519,58
6520,49
6521,121
6522,210
6523,66
6524,194
6525,53
6526,115
6527,200
6528,200
6529,190
6530,202
6531,141
6532,204
6533,192
6534,201
6535,58
6536,66
6537,203
6538,175
6539,197
6540,178
6541,48
6542,203
6543,199
6544,201
6545,205
6546,194
6547,96
6548,59
6549,179
6550,121
6551,214
6552,192
6553,115
6554,93
6555,104
6556,44
6557,208
6558,182
6559,43
6560,113
6561,114
6562,206
6563,204
6564,66
6565,93
6566,29
6567,205
6568,206
6569,216
6570,193
6571,215
6572,41
6573,38
6574,36
6575,208
6576,103
6577,205
6578,192
6579,192
6580,67
6581,34
6582,87
6583,57
6584,217
6585,198
6586,26
6587,82
6588,51
6589,203
6590,221
6591,45
6592,91
6593,63
6594,198
6595,85
6596,210
6597,128
6598,180
6599,43
6600,71
6601,178
6602,205
6603,189
6604,34
6605,195
6606,48
6607,205
6608,59
6609,35
6610,105
6611,110
6612,197
6613,189
6614,51
6615,104
6616,204
6617,200
6618,210
6619,210
6620,79
6621,44
6622,201
6623,215
6624,191
6625,158
6626,202
6627,205
6628,121
6629,192
6630,192
6631,47
6632,142
6633,70
6634,83
6635,49
6636,140
6637,203
6638,201
6639,214
6640,145
6641,206
6642,203
6643,204
6644,52
6645,207
6646,168
6647,208
6648,74
6649,203
6650,102
6651,65
6652,92
6653,106
6654,201
6655,206
6656,55
6657,59
6658,46
6659,200
6660,91
6661,195
6662,223
6663,198
6664,79
6665,205
6666,186
6667,193
6668,33
6669,205
6670,204
6671,203
6672,209
6673,201
6674,126
6675,205
6676,143
6677,205
6678,205
6679,143
6680,130
6681,130
6682,208
6683,194
6684,53
6685,204
6686,64
6687,154
6688,182
6689,197
6690,103
6691,197
6692,150
6693,88
6694,166
6695,200
6696,59
6697,108
6698,198
6699,88
6700,48
6701,198
6702,207
6703,131
6704,202
6705,44
6706,196
6707,204
6708,200
6709,197
6710,205
6711,149
6712,38
6713,88
6714,194
6715,75
6716,98
6717,198
6718,93
6719,99
6720,119
6721,66
6722,209
6723,191
6724,174
6725,197
6726,103
6727,147
6728,195
6729,102
6730,48
6731,116
6732,116
6733,149
6734,216
6735,195
6736,85
6737,193
6738,147
6739,199
6740,202
6741,215
6742,55
6743,203
6744,173
6745,46
6746,142
6747,53
6748,205
6749,119
6750,144
6751,65
6752,203
6753,88
6754,194
6755,45
6756,41
6757,37
6758,204
6759,118
6760,66
6761,125
6762,50
6763,69
6764,164
6765,53
6766,124
6767,38
6768,71
6769,195
6770,203
6771,78
6772,144
6773,200
6774,178
6775,181
6776,204
6777,37
6778,205
6779,197
6780,196
6781,189
6782,143
6783,143
6784,74
6785,214
6786,177
6787,151
6788,128
6789,116
6790,64
6791,166
6792,197
6793,192
6794,192
6795,210
6796,200
6797,195
6798,89
6799,208
6800,195
6801,41
6802,206
6803,103
6804,69
6805,202
6806,37
6807,133
6808,96
6809,206
6810,86
6811,69
6812,199
6813,169
6814,73
6815,207
6816,177
6817,29
6818,75
6819,55
6820,79
6821,161
6822,200
6823,32
6824,210
6825,43
6826,51
6827,40
6828,60
6829,99
6830,178
6831,47
6832,96
6833,89
6834,89
6835,202
6836,83
6837,149
6838,197
6839,179
6840,211
6841,197
6842,41
6843,196
6844,58
6845,211
6846,196
6847,36
6848,50
6849,94
6850,189
6851,52
6852,184
6853,42
6854,196
6855,198
6856,65
6857,35
6858,53
6859,192
6860,196
6861,155
6862,208
6863,201
6864,216
6865,201
6866,183
6867,182
6868,196
6869,93
6870,58
6871,41
6872,158
6873,197
6874,47
6875,83
6876,205
6877,204
6878,192
6879,95
6880,204
6881,158
6882,88
6883,198
6884,61
6885,61
6886,100
6887,109
6888,207
6889,177
6890,73
6891,77
6892,202
6893,197
6894,88
6895,206
6896,78
6897,202
6898,203
6899,93
6900,91
6901,81
6902,90
6903,167
6904,132
6905,45
6906,188
6907,59
6908,195
6909,55
6910,171
6911,55
6912,162
6913,211
6914,109
6915,200
6916,115
6917,36
6918,193
6919,135
6920,196
6921,70
6922,201
6923,202
6924,135
6925,203
6926,173
6927,44
6928,145
6929,156
6930,86
6931,65
6932,46
6933,209
6934,208
6935,156
6936,156
6937,73
6938,73
6939,192
6940,157
6941,60
6942,122
6943,83
6944,196
6945,113
6946,86
6947,211
6948,44
6949,52
6950,78
6951,202
6952,204
6953,198
6954,104
6955,130
6956,50
6957,57
6958,160
6959,203
6960,200
6961,51
6962,99
6963,206
6964,213
6965,199
6966,56
6967,142
6968,110
6969,138
6970,201
6971,176
6972,198
6973,80
6974,69
6975,212
6976,89
6977,201
6978,200
6979,190
6980,102
6981,195
6982,114
6983,52
6984,96
6985,207
6986,206
6987,206
6988,178
6989,93
6990,209
6991,82
6992,182
6993,92
6994,181
6995,195
6996,195
6997,198
6998,181
6999,206
7000,217
7001,188
7002,195
7003,186
7004,46
7005,206
7006,48
7007,204
7008,55
7009,136
7010,197
7011,195
7012,194
7013,185
7014,178
7015,191
7016,200
7017,113
7018,28
7019,186
7020,40
7021,187
7022,130
7023,190
7024,41
7025,86
7026,206
7027,185
7028,40
7029,205
7030,170
7031,39
7032,203
7033,190
7034,41
7035,182
7036,33
7037,181
7038,181
7039,200
7040,55
7041,85
7042,60
7043,131
7044,185
7045,121
7046,89
7047,93
7048,115
7049,198
7050,98
7051,182
7052,180
7053,172
7054,95
7055,146
7056,194
7057,204
7058,48
7059,41
7060,93
7061,74
7062,87
7063,199
7064,80
7065,200
7066,206
7067,210
7068,51
7069,86
7070,37
7071,41
7072,180
7073,76
7074,158
7075,48
7076,72
7077,169
7078,207
7079,79
7080,205
7081,100
7082,202
7083,158
7084,64
7085,60
7086,205
7087,190
7088,165
7089,165
7090,193
7091,96
7092,69
7093,102
7094,207
7095,208
7096,57
7097,165
7098,194
7099,46
7100,189
7101,214
7102,185
7103,201
7104,66
7105,205
7106,143
7107,60
7108,205
7109,55
7110,156
7111,193
7112,75
7113,202
7114,50
7115,197
7116,190
7117,201
7118,87
7119,157
7120,201
7121,198
7122,190
7123,134
7124,196
7125,184
7126,169
7127,197
7128,38
7129,28
7130,198
7131,75
7132,208
7133,48
7134,94
7135,203
7136,151
7137,177
7138,139
7139,201
7140,201
7141,199
7142,73
7143,201
7144,137
7145,43
7146,201
7147,90
7148,45
7149,194
7150,196
7151,45
7152,203
7153,96
7154,140
7155,188
7156,207
7157,66
7158,54
7159,190
7160,36
7161,169
7162,46
7163,187
7164,50
7165,39
7166,36
7167,113
7168,199
7169,182
7170,191
7171,53
7172,55
7173,66
7174,198
7175,210
7176,171
7177,37
7178,64
7179,142
7180,199
7181,177
7182,104
7183,198
7184,197
7185,156
7186,199
7187,159
7188,39
7189,205
7190,206
7191,206
7192,198
7193,197
7194,41
7195,54
7196,203
7197,196
7198,211
7199,101
7200,125
7201,214
7202,196
7203,194
7204,107
7205,201
7206,60
7207,185
7208,200
7209,205
7210,210
7211,193
7212,219
7213,195
7214,191
7215,42
7216,204
7217,201
7218,91
7219,196
7220,43
7221,154
7222,196
7223,183
7224,40
7225,209
7226,62
7227,183
7228,163
7229,204
7230,85
7231,56
7232,134
7233,81
7234,113
7235,204
7236,201
7237,200
7238,202
7239,37
7240,210
7241,184
7242,184
7243,199
7244,216
7245,40
7246,127
7247,48
7248,199
7249,180
7250,186
7251,207
7252,121
7253,198
7254,157
7255,170
7256,119
7257,42
7258,50
7259,97
7260,193
7261,187
7262,208
7263,197
7264,191
7265,91
7266,75
7267,64
7268,203
7269,124
7270,206
7271,182
7272,197
7273,185
7274,200
7275,188
7276,189
7277,202
7278,155
7279,100
7280,34
7281,190
7282,41
7283,24
7284,200
7285,185
7286,193
7287,183
7288,144
7289,205
7290,133
7291,152
7292,198
7293,198
7294,121
7295,195
7296,195
7297,75
7298,202
7299,183
7300,181
7301,212
7302,202
7303,93
7304,203
7305,188
7306,194
7307,193
7308,102
7309,158
7310,192
7311,192
7312,64
7313,113
7314,99
7315,206
7316,141
7317,53
7318,175
7319,182
7320,170
7321,59
7322,196
7323,196
7324,209
7325,181
7326,163
7327,195
7328,199
7329,192
7330,203
7331,105
7332,130
7333,155
7334,137
7335,200
7336,187
7337,38
7338,190
7339,200
7340,207
7341,43
7342,50
7343,149
7344,149
7345,203
7346,206
7347,193
7348,210
7349,88
7350,40
7351,124
7352,60
7353,124
7354,207
7355,43
7356,194
7357,195
7358,199
7359,64
7360,196
7361,181
7362,199
7363,93
7364,201
7365,202
7366,83
7367,205
7368,207
7369,200
7370,190
7371,194
7372,71
7373,201
7374,97
7375,38
7376,147
7377,63
7378,191
7379,180
7380,201
7381,207
7382,202
7383,199
7384,148
7385,204
7386,200
7387,44
7388,36
7389,183
7390,33
7391,186
7392,170
7393,143
7394,138
7395,138
7396,58
7397,81
7398,208
7399,180
7400,66
7401,40
7402,66
7403,119
7404,41
7405,201
7406,151
7407,207
7408,202
7409,58
7410,203
7411,86
7412,31
7413,206
7414,54
7415,150
7416,61
7417,209
7418,127
7419,90
7420,101
7421,143
7422,197
7423,54
7424,54
7425,70
7426,59
7427,198
7428,89
7429,73
7430,71
7431,202
7432,193
7433,76
7434,117
7435,50
7436,74
7437,202
7438,198
7439,205
7440,99
7441,85
7442,80
7443,196
7444,160
7445,189
7446,189
7447,196
7448,207
7449,124
7450,135
7451,92
7452,66
7453,146
7454,116
7455,189
7456,194
7457,78
7458,111
7459,187
7460,72
7461,190
7462,118
7463,166
7464,206
7465,130
7466,47
7467,90
7468,198
7469,59
7470,109
7471,200
7472,202
7473,52
7474,194
7475,204
7476,41
7477,140
7478,98
7479,190
7480,199
7481,177
7482,37
7483,96
7484,200
7485,136
7486,157
7487,203
7488,173
7489,44
7490,212
7491,128
7492,201
7493,201
7494,108
7495,73
7496,159
7497,159
7498,198
7499,70
7500,88
7501,109
7502,204
7503,42
7504,104
7505,202
7506,190
7507,42
7508,208
7509,68
7510,139
7511,153
7512,202
7513,88
7514,198
7515,46
7516,59
7517,95
7518,128
7519,202
7520,216
7521,39
7522,184
7523,150
7524,168
7525,206
7526,34
7527,194
7528,186
7529,203
7530,206
7531,173
7532,81
7533,204
7534,28
7535,146
7536,98
7537,172
7538,76
7539,131
7540,204
7541,195
7542,66
7543,206
7544,174
7545,197
7546,200
7547,128
7548,128
7549,76
7550,200
7551,201
7552,93
7553,104
7554,198
7555,51
7556,197
7557,212
7558,205
7559,201
7560,194
7561,204
7562,183
7563,46
7564,68
7565,205
7566,140
7567,204
7568,99
7569,191
7570,189
7571,188
7572,56
7573,192
7574,188
7575,211
7576,202
7577,205
7578,171
7579,201
7580,191
7581,205
7582,69
7583,202
7584,147
7585,204
7586,191
7587,174
7588,120
7589,192
7590,206
7591,103
7592,136
7593,200
7594,195
7595,95
7596,59
7597,195
7598,61
7599,61
7600,60
7601,40
7602,203
7603,211
7604,70
7605,47
7606,170
7607,193
7608,192
7609,51
7610,197
7611,115
7612,188
7613,197
7614,197
7615,202
7616,188
7617,171
7618,184
7619,202
7620,204
7621,80
7622,195
7623,33
7624,73
7625,179
7626,191
7627,184
7628,203
7629,195
7630,80
7631,113
7632,200
7633,149
7634,198
7635,192
7636,196
7637,195
7638,168
7639,57
7640,95
7641,196
7642,193
7643,205
7644,140
7645,184
7646,61
7647,150
7648,196
7649,103
7650,103
7651,79
7652,203
7653,156
7654,98
7655,84
7656,39
7657,103
7658,48
7659,104
7660,204
7661,207
7662,196
7663,202
7664,82
7665,135
7666,61
7667,187
7668,205
7669,42
7670,72
7671,188
7672,109
7673,205
7674,194
7675,191
7676,74
7677,195
7678,112
7679,197
7680,39
7681,48
7682,195
7683,52
7684,59
7685,55
7686,200
7687,209
7688,193
7689,199
7690,190
7691,30
7692,42
7693,94
7694,44
7695,200
7696,204
7697,186
7698,41
7699,175
7700,196
7701,196
7702,88
7703,69
7704,203
7705,199
7706,207
7707,128
7708,87
7709,101
7710,191
7711,203
7712,124
7713,204
7714,59
7715,102
7716,180
7717,107
7718,59
7719,103
7720,176
7721,149
7722,92
7723,200
7724,178
7725,142
7726,36
7727,201
7728,196
7729,197
7730,179
7731,205
7732,40
7733,37
7734,180
7735,109
7736,203
7737,200
7738,34
7739,185
7740,203
7741,95
7742,101
7743,194
7744,200
7745,61
7746,194
7747,36
7748,135
7749,54
7750,39
7751,209
7752,209
7753,214
7754,201
7755,88
7756,216
7757,52
7758,194
7759,77
7760,193
7761,91
7762,45
7763,197
7764,112
7765,205
7766,193
7767,197
7768,196
7769,213
7770,209
7771,152
7772,195
7773,203
7774,29
7775,159
7776,198
7777,113
7778,138
7779,88
7780,200
7781,46
7782,207
7783,38
7784,75
7785,209
7786,112
7787,200
7788,204
7789,196
7790,200
7791,116
7792,198
7793,208
7794,198
7795,199
7796,122
7797,202
7798,193
7799,109
7800,169
7801,75
7802,203
7803,203
7804,94
7805,204
7806,111
7807,84
7808,48
7809,45
7810,192
7811,197
7812,47
7813,47
7814,191
7815,197
7816,190
7817,201
7818,198
7819,85
7820,77
7821,57
7822,193
7823,194
7824,175
7825,190
7826,127
7827,193
7828,173
7829,63
7830,211
7831,98
7832,205
7833,175
7834,66
7835,54
7836,136
7837,72
7838,199
7839,86
7840,129
7841,198
7842,179
7843,178
7844,132
7845,79
7846,57
7847,196
7848,169
7849,197
7850,78
7851,97
7852,125
7853,88
7854,88
7855,59
7856,156
7857,157
7858,196
7859,190
7860,198
7861,140
7862,191
7863,54
7864,49
7865,83
7866,194
7867,201
7868,109
7869,196
7870,87
7871,65
7872,79
7873,67
7874,198
7875,43
7876,43
7877,60
7878,208
7879,205
7880,65
7881,198
7882,199
7883,207
7884,192
7885,191
7886,79
7887,97
7888,152
7889,95
7890,204
7891,165
7892,130
7893,61
7894,192
7895,99
7896,191
7897,195
7898,190
7899,180
7900,98
7901,99
7902,162
7903,189
7904,156
7905,156
7906,173
7907,98
7908,190
7909,191
7910,197
7911,66
7912,184
7913,189
7914,196
7915,85
7916,69
7917,127
7918,69
7919,100
7920,199
7921,185
7922,198
7923,43
7924,194
7925,194
7926,135
7927,204
7928,128
7929,83
7930,141
7931,36
7932,202
7933,160
7934,190
7935,49
7936,206
7937,192
7938,196
7939,188
7940,41
7941,196
7942,69
7943,200
7944,164
7945,192
7946,147
7947,203
7948,195
7949,200
7950,55
7951,152
7952,205
7953,197
7954,74
7955,186
7956,186
7957,63
7958,198
7959,209
7960,92
7961,111
7962,153
7963,104
7964,188
7965,62
7966,43
7967,98
7968,191
7969,117
7970,46
7971,193
7972,192
7973,96
7974,38
7975,195
7976,174
7977,201
7978,192
7979,199
7980,46
7981,196
7982,196
7983,181
7984,199
7985,184
7986,202
7987,174
7988,48
7989,194
7990,186
7991,34
7992,74
7993,186
7994,193
7995,147
7996,195
7997,199
7998,49
7999,200
8000,185
8001,201
8002,61
8003,40
8004,205
8005,193
8006,206
8007,206
8008,199
8009,201
8010,199
8011,49
8012,66
8013,65
8014,207
8015,200
8016,199
8017,200
8018,208
8019,108
8020,170
8021,172
8022,66
8023,136
8024,198
8025,209
8026,184
8027,196
8028,102
8029,85
8030,190
8031,85
8032,185
8033,132
8034,126
8035,190
8036,106
8037,55
8038,198
8039,86
8040,204
8041,202
8042,47
8043,40
8044,188
8045,69
8046,178
8047,69
8048,123
8049,188
8050,210
8051,140
8052,35
8053,39
8054,45
8055,56
8056,51
8057,52
8058,52
8059,156
8060,152
8061,110
8062,195
8063,200
8064,193
8065,36
8066,184
8067,154
8068,93
8069,58
8070,41
8071,39
8072,196
8073,90
8074,204
8075,184
8076,52
8077,205
8078,154
8079,198
8080,91
8081,126
8082,116
8083,200
8084,81
8085,195
8086,203
8087,165
8088,44
8089,198
8090,116
8091,160
8092,44
8093,207
8094,199
8095,73
8096,181
8097,97
8098,59
8099,59
8100,87
8101,169
8102,190
8103,192
8104,46
8105,179
8106,51
8107,192
8108,92
8109,92
8110,124
8111,196
8112,193
8113,107
8114,51
8115,204
8116,78
8117,217
8118,208
8119,155
8120,36
8121,108
8122,59
8123,221
8124,49
8125,191
8126,193
8127,200
8128,197
8129,33
8130,129
8131,137
8132,42
8133,193
8134,101
8135,171
8136,74
8137,147
8138,43
8139,200
8140,201
8141,88
8142,159
8143,183
8144,203
8145,40
8146,57
8147,62
8148,203
8149,164
8150,189
8151,201
8152,186
8153,109
8154,200
8155,62
8156,195
8157,157
8158,127
8159,31
8160,31
8161,198
8162,190
8163,135
8164,71
8165,209
8166,198
8167,92
8168,101
8169,197
8170,187
8171,205
8172,198
8173,89
8174,56
8175,47
8176,69
8177,191
8178,200
8179,45
8180,90
8181,196
8182,101
8183,191
8184,178
8185,210
8186,191
8187,186
8188,113
8189,195
8190,84
8191,123
8192,193
8193,117
8194,90
8195,39
8196,87
8197,72
8198,140
8199,170
8200,192
8201,71
8202,188
8203,86
8204,58
8205,201
8206,98
8207,113
8208,186
8209,192
8210,132
8211,132
8212,75
8213,34
8214,181
8215,71
8216,40
8217,58
8218,130
8219,194
8220,199
8221,67
8222,212
8223,205
8224,92
8225,164
8226,179
8227,199
8228,183
8229,186
8230,45
8231,46
8232,40
8233,93
8234,54
8235,205
8236,166
8237,180
8238,194
8239,183
8240,196
8241,194
8242,129
8243,38
8244,208
8245,141
8246,188
8247,208
8248,110
8249,201
8250,199
8251,209
8252,181
8253,209
8254,196
8255,75
8256,184
8257,207
8258,196
8259,195
8260,132
8261,44
8262,44
8263,49
8264,194
8265,81
8266,204
8267,190
8268,186
8269,201
8270,210
8271,179
8272,57
8273,39
8274,52
8275,98
8276,200
8277,199
8278,188
8279,206
8280,189
8281,203
8282,210
8283,190
8284,164
8285,198
8286,194
8287,202
8288,90
8289,197
8290,155
8291,198
8292,145
8293,206
8294,73
8295,30
8296,186
8297,191
8298,199
8299,69
8300,36
8301,108
8302,169
8303,127
8304,28
8305,95
8306,185
8307,46
8308,209
8309,29
8310,198
8311,197
8312,187
8313,187
8314,197
8315,52
8316,53
8317,70
8318,192
8319,189
8320,87
8321,194
8322,77
8323,160
8324,114
8325,54
8326,164
8327,197
8328,200
8329,197
8330,130
8331,182
8332,73
8333,193
8334,59
8335,89
8336,182
8337,100
8338,201
8339,209
8340,57
8341,175
8342,69
8343,196
8344,164
8345,72
8346,78
8347,190
8348,48
8349,104
8350,181
8351,70
8352,167
8353,196
8354,36
8355,183
8356,191
8357,109
8358,195
8359,62
8360,186
8361,54
8362,195
8363,188
8364,188
8365,119
8366,145
8367,162
8368,203
8369,195
8370,100
8371,180
8372,200
8373,205
8374,189
8375,43
8376,183
8377,164
8378,94
8379,49
8380,193
8381,51
8382,182
8383,50
8384,29
8385,192
8386,186
8387,161
8388,52
8389,140
8390,98
8391,107
8392,195
8393,141
8394,191
8395,131
8396,190
8397,160
8398,210
8399,208
8400,177
8401,80
8402,48
8403,86
8404,37
8405,171
8406,201
8407,199
8408,166
8409,63
8410,198
8411,198
8412,102
8413,194
8414,199
8415,199
8416,166
8417,156
8418,175
8419,178
8420,208
8421,199
8422,196
8423,197
8424,47
8425,188
8426,127
8427,184
8428,224
8429,193
8430,81
8431,189
8432,202
8433,46
8434,123
8435,191
8436,96
8437,200
8438,79
8439,186
8440,199
8441,197
8442,72
8443,204
8444,202
8445,48
8446,187
8447,183
8448,196
8449,179
8450,58
8451,38
8452,75
8453,200
8454,95
8455,190
8456,101
8457,60
8458,200
8459,186
8460,154
8461,189
8462,92
8463,159
8464,165
8465,200
8466,200
8467,188
8468,85
8469,197
8470,192
8471,72
8472,222
8473,182
8474,186
8475,186
8476,199
8477,203
8478,204
8479,46
8480,78
8481,197
8482,49
8483,141
8484,180
8485,86
8486,46
8487,65
8488,198
8489,118
8490,75
8491,196
8492,95
8493,63
8494,107
8495,211
8496,154
8497,148
8498,194
8499,203
8500,201
8501,201
8502,201
8503,55
8504,70
8505,40
8506,206
8507,34
8508,208
8509,58
8510,80
8511,108
8512,192
8513,143
8514,113
8515,193
8516,67
8517,67
8518,183
8519,45
8520,175
8521,174
8522,184
8523,57
8524,170
8525,142
8526,105
8527,53
8528,179
8529,192
8530,37
8531,52
8532,204
8533,74
8534,164
8535,196
8536,59
8537,94
8538,70
8539,207
8540,72
8541,41
8542,79
8543,206
8544,129
8545,147
8546,113
8547,195
8548,130
8549,175
8550,192
8551,181
8552,187
8553,194
8554,191
8555,165
8556,40
8557,44
8558,187
8559,197
8560,89
8561,206
8562,132
8563,68
8564,30
8565,189
8566,196
8567,188
8568,188
8569,193
8570,96
8571,70
8572,58
8573,111
8574,196
8575,192
8576,191
8577,176
8578,200
8579,192
8580,200
8581,191
8582,103
8583,200
8584,195
8585,164
8586,196
8587,96
8588,198
8589,55
8590,87
8591,190
8592,26
8593,123
8594,193
8595,193
