,Composure
5797,69
5798,58
5799,68
5800,68
5801,61
5802,64
5803,62
5804,64
5805,56
5806,64
5807,57
5808,49
5809,56
5810,79
5811,23
5812,23
5813,62
5814,62
5815,70
5816,61
5817,64
5818,65
5819,62
5820,63
5821,61
5822,60
5823,68
5824,44
5825,76
5826,64
5827,71
5828,68
5829,66
5830,61
5831,67
5832,52
5833,72
5834,65
5835,32
5836,71
5837,61
5838,62
5839,65
5840,64
5841,53
5842,61
5843,41
5844,62
5845,59
5846,72
5847,64
5848,74
5849,62
5850,70
5851,65
5852,66
5853,59
5854,68
5855,61
5856,74
5857,66
5858,35
5859,64
5860,54
5861,22
5862,62
5863,70
5864,65
5865,65
5866,41
5867,69
5868,70
5869,63
5870,69
5871,66
5872,68
5873,69
5874,61
5875,65
5876,72
5877,53
5878,63
5879,60
5880,60
5881,63
5882,39
5883,68
5884,68
5885,68
5886,72
5887,68
5888,65
5889,65
5890,68
5891,75
5892,65
5893,58
5894,62
5895,76
5896,56
5897,64
5898,65
5899,55
5900,59
5901,67
5902,63
5903,70
5904,56
5905,64
5906,63
5907,64
5908,40
5909,63
5910,63
5911,62
5912,55
5913,70
5914,67
5915,63
5916,63
5917,31
5918,55
5919,68
5920,72
5921,41
5922,78
5923,65
5924,67
5925,65
5926,52
5927,15
5928,61
5929,70
5930,67
5931,71
5932,70
5933,32
5934,62
5935,71
5936,58
5937,44
5938,57
5939,67
5940,61
5941,70
5942,66
5943,67
5944,66
5945,60
5946,69
5947,56
5948,65
5949,54
5950,67
5951,71
5952,63
5953,60
5954,69
5955,68
5956,70
5957,49
5958,69
5959,48
5960,73
5961,74
5962,57
5963,61
5964,66
5965,60
5966,25
5967,25
5968,67
5969,73
5970,70
5971,63
5972,67
5973,23
5974,59
5975,70
5976,65
5977,63
5978,72
5979,60
5980,62
5981,49
5982,61
5983,59
5984,66
5985,72
5986,70
5987,68
5988,56
5989,63
5990,62
5991,59
5992,76
5993,59
5994,59
5995,63
5996,74
5997,64
5998,73
5999,68
6000,61
6001,68
6002,44
6003,66
6004,55
6005,41
6006,71
6007,59
6008,65
6009,33
6010,65
6011,62
6012,52
6013,64
6014,66
6015,63
6016,24
6017,60
6018,60
6019,69
6020,62
6021,41
6022,67
6023,62
6024,55
6025,56
6026,70
6027,54
6028,56
6029,59
6030,64
6031,68
6032,28
6033,70
6034,64
6035,52
6036,68
6037,65
6038,65
6039,62
6040,70
6041,64
6042,75
6043,64
6044,29
6045,64
6046,62
6047,63
6048,68
6049,58
6050,38
6051,69
6052,68
6053,63
6054,29
6055,60
6056,22
6057,69
6058,45
6059,23
6060,61
6061,66
6062,58
6063,55
6064,62
6065,57
6066,73
6067,74
6068,68
6069,68
6070,65
6071,40
6072,52
6073,51
6074,64
6075,59
6076,64
6077,62
6078,58
6079,51
6080,70
6081,70
6082,25
6083,50
6084,55
6085,66
6086,28
6087,23
6088,66
6089,76
6090,61
6091,72
6092,56
6093,66
6094,66
6095,65
6096,61
6097,63
6098,67
6099,27
6100,68
6101,66
6102,55
6103,61
6104,67
6105,54
6106,73
6107,64
6108,61
6109,53
6110,73
6111,55
6112,65
6113,65
6114,62
6115,69
6116,76
6117,63
6118,70
6119,72
6120,72
6121,63
6122,67
6123,72
6124,66
6125,62
6126,21
6127,62
6128,62
6129,64
6130,64
6131,62
6132,64
6133,63
6134,45
6135,55
6136,73
6137,61
6138,68
6139,64
6140,61
6141,63
6142,69
6143,63
6144,60
6145,66
6146,44
6147,67
6148,62
6149,62
6150,64
6151,62
6152,29
6153,63
6154,60
6155,68
6156,65
6157,55
6158,62
6159,70
6160,54
6161,72
6162,66
6163,73
6164,63
6165,67
6166,59
6167,67
6168,68
6169,72
6170,61
6171,61
6172,67
6173,70
6174,60
6175,61
6176,66
6177,62
6178,66
6179,54
6180,74
6181,64
6182,61
6183,58
6184,60
6185,53
6186,62
6187,59
6188,66
6189,60
6190,67
6191,69
6192,69
6193,58
6194,67
6195,67
6196,72
6197,59
6198,70
6199,61
6200,24
6201,65
6202,68
6203,60
6204,59
6205,50
6206,41
6207,61
6208,67
6209,63
6210,60
6211,62
6212,69
6213,65
6214,62
6215,62
6216,62
6217,62
6218,68
6219,42
6220,67
6221,64
6222,64
6223,68
6224,50
6225,61
6226,60
6227,67
6228,57
6229,69
6230,61
6231,62
6232,69
6233,68
6234,61
6235,76
6236,59
6237,74
6238,72
6239,70
6240,65
6241,73
6242,66
6243,65
6244,73
6245,74
6246,67
6247,64
6248,70
6249,72
6250,64
6251,65
6252,60
6253,73
6254,55
6255,69
6256,73
6257,63
6258,74
6259,73
6260,65
6261,59
6262,59
6263,59
6264,73
6265,60
6266,61
6267,57
6268,54
6269,71
6270,60
6271,70
6272,61
6273,61
6274,73
6275,63
6276,65
6277,70
6278,66
6279,63
6280,68
6281,68
6282,72
6283,65
6284,62
6285,65
6286,46
6287,65
6288,34
6289,60
6290,65
6291,66
6292,73
6293,65
6294,60
6295,72
6296,65
6297,66
6298,58
6299,68
6300,50
6301,58
6302,50
6303,63
6304,67
6305,62
6306,56
6307,66
6308,53
6309,59
6310,70
6311,70
6312,50
6313,69
6314,60
6315,59
6316,69
6317,74
6318,65
6319,65
6320,68
6321,62
6322,61
6323,74
6324,74
6325,59
6326,53
6327,57
6328,82
6329,68
6330,59
6331,63
6332,39
6333,58
6334,48
6335,48
6336,71
6337,72
6338,64
6339,60
6340,56
6341,61
6342,52
6343,43
6344,61
6345,72
6346,66
6347,59
6348,62
6349,64
6350,62
6351,69
6352,72
6353,66
6354,61
6355,52
6356,62
6357,64
6358,54
6359,71
6360,51
6361,66
6362,70
6363,54
6364,60
6365,63
6366,29
6367,67
6368,63
6369,65
6370,69
6371,43
6372,67
6373,72
6374,62
6375,62
6376,65
6377,70
6378,70
6379,63
6380,58
6381,73
6382,69
6383,36
6384,66
6385,74
6386,51
6387,73
6388,48
6389,63
6390,73
6391,64
6392,59
6393,61
6394,53
6395,55
6396,47
6397,68
6398,59
6399,66
6400,62
6401,59
6402,66
6403,67
6404,55
6405,70
6406,60
6407,70
6408,57
6409,67
6410,56
6411,62
6412,72
6413,69
6414,68
6415,45
6416,67
6417,68
6418,70
6419,35
6420,67
6421,72
6422,46
6423,71
6424,22
6425,62
6426,62
6427,63
6428,70
6429,22
6430,70
6431,70
6432,64
6433,57
6434,71
6435,50
6436,65
6437,70
6438,63
6439,73
6440,21
6441,63
6442,60
6443,65
6444,54
6445,67
6446,57
6447,62
6448,56
6449,70
6450,70
6451,67
6452,60
6453,63
6454,26
6455,59
6456,56
6457,60
6458,61
6459,63
6460,64
6461,72
6462,44
6463,61
6464,71
6465,43
6466,52
6467,69
6468,62
6469,50
6470,60
6471,65
6472,68
6473,61
6474,65
6475,54
6476,63
6477,63
6478,62
6479,64
6480,56
6481,65
6482,57
6483,67
6484,59
6485,70
6486,59
6487,56
6488,64
6489,59
6490,67
6491,59
6492,65
6493,63
6494,70
6495,55
6496,46
6497,66
6498,63
6499,65
6500,69
6501,50
6502,66
6503,62
6504,67
6505,59
6506,61
6507,68
6508,59
6509,17
6510,62
6511,72
6512,57
6513,60
6514,72
6515,54
6516,67
6517,35
6518,65
6519,60
6520,67
6521,68
6522,69
6523,67
6524,59
6525,26
6526,52
6527,55
6528,55
6529,71
6530,69
6531,64
6532,65
6533,74
6534,63
6535,54
6536,58
6537,61
6538,68
6539,41
6540,66
6541,69
6542,61
6543,65
6544,64
6545,58
6546,75
6547,56
6548,65
6549,58
6550,65
6551,73
6552,71
6553,72
6554,64
6555,74
6556,19
6557,64
6558,61
6559,26
6560,64
6561,54
6562,71
6563,47
6564,63
6565,58
6566,51
6567,63
6568,67
6569,52
6570,67
6571,60
6572,18
6573,55
6574,12
6575,70
6576,61
6577,71
6578,65
6579,65
6580,66
6581,42
6582,60
6583,67
6584,62
6585,62
6586,34
6587,68
6588,35
6589,71
6590,54
6591,72
6592,68
6593,55
6594,59
6595,61
6596,57
6597,68
6598,67
6599,35
6600,64
6601,66
6602,61
6603,62
6604,49
6605,73
6606,61
6607,59
6608,65
6609,55
6610,67
6611,60
6612,63
6613,65
6614,67
6615,68
6616,68
6617,60
6618,60
6619,60
6620,60
6621,33
6622,44
6623,64
6624,58
6625,65
6626,64
6627,59
6628,72
6629,70
6630,70
6631,62
6632,66
6633,60
6634,73
6635,38
6636,66
6637,59
6638,54
6639,62
6640,61
6641,68
6642,64
6643,71
6644,45
6645,62
6646,68
6647,62
6648,55
6649,69
6650,57
6651,75
6652,62
6653,68
6654,57
6655,70
6656,65
6657,67
6658,46
6659,53
6660,68
6661,56
6662,65
6663,59
6664,52
6665,60
6666,61
6667,55
6668,50
6669,66
6670,70
6671,59
6672,60
6673,68
6674,56
6675,68
6676,59
6677,70
6678,67
6679,72
6680,58
6681,58
6682,70
6683,59
6684,23
6685,60
6686,65
6687,72
6688,52
6689,65
6690,65
6691,61
6692,72
6693,60
6694,69
6695,60
6696,70
6697,69
6698,56
6699,68
6700,68
6701,59
6702,54
6703,72
6704,48
6705,44
6706,65
6707,58
6708,64
6709,61
6710,61
6711,67
6712,70
6713,59
6714,64
6715,56
6716,65
6717,53
6718,59
6719,70
6720,66
6721,60
6722,62
6723,64
6724,64
6725,60
6726,64
6727,70
6728,60
6729,59
6730,34
6731,65
6732,65
6733,67
6734,64
6735,70
6736,66
6737,68
6738,61
6739,60
6740,63
6741,57
6742,62
6743,63
6744,71
6745,50
6746,71
6747,68
6748,62
6749,60
6750,70
6751,62
6752,65
6753,58
6754,66
6755,64
6756,28
6757,62
6758,73
6759,68
6760,65
6761,62
6762,53
6763,61
6764,63
6765,38
6766,69
6767,30
6768,57
6769,61
6770,42
6771,64
6772,60
6773,64
6774,63
6775,63
6776,73
6777,62
6778,66
6779,67
6780,69
6781,60
6782,68
6783,68
6784,66
6785,69
6786,68
6787,60
6788,66
6789,57
6790,67
6791,67
6792,61
6793,72
6794,67
6795,59
6796,50
6797,61
6798,60
6799,46
6800,58
6801,62
6802,72
6803,75
6804,68
6805,62
6806,21
6807,74
6808,71
6809,55
6810,63
6811,56
6812,61
6813,67
6814,71
6815,64
6816,58
6817,58
6818,59
6819,60
6820,66
6821,58
6822,52
6823,27
6824,62
6825,29
6826,68
6827,33
6828,62
6829,70
6830,62
6831,45
6832,70
6833,58
6834,58
6835,65
6836,61
6837,71
6838,63
6839,67
6840,41
6841,56
6842,48
6843,64
6844,67
6845,62
6846,35
6847,48
6848,68
6849,57
6850,65
6851,52
6852,78
6853,53
6854,65
6855,67
6856,62
6857,49
6858,50
6859,63
6860,58
6861,76
6862,61
6863,61
6864,65
6865,43
6866,72
6867,65
6868,68
6869,65
6870,62
6871,50
6872,70
6873,60
6874,69
6875,64
6876,50
6877,63
6878,65
6879,58
6880,59
6881,62
6882,60
6883,62
6884,62
6885,62
6886,60
6887,67
6888,64
6889,74
6890,54
6891,64
6892,67
6893,64
6894,57
6895,73
6896,62
6897,54
6898,77
6899,61
6900,57
6901,76
6902,62
6903,65
6904,54
6905,67
6906,71
6907,47
6908,65
6909,58
6910,66
6911,49
6912,69
6913,59
6914,58
6915,44
6916,59
6917,55
6918,57
6919,68
6920,50
6921,59
6922,60
6923,66
6924,57
6925,71
6926,65
6927,36
6928,67
6929,60
6930,55
6931,61
6932,61
6933,56
6934,78
6935,60
6936,60
6937,56
6938,55
6939,70
6940,71
6941,27
6942,64
6943,68
6944,72
6945,75
6946,65
6947,60
6948,55
6949,62
6950,65
6951,63
6952,64
6953,56
6954,68
6955,60
6956,62
6957,38
6958,62
6959,59
6960,59
6961,29
6962,71
6963,64
6964,62
6965,68
6966,57
6967,51
6968,64
6969,50
6970,60
6971,62
6972,71
6973,70
6974,60
6975,54
6976,67
6977,59
6978,65
6979,65
6980,68
6981,60
6982,63
6983,61
6984,57
6985,66
6986,69
6987,69
6988,68
6989,65
6990,59
6991,45
6992,64
6993,70
6994,57
6995,65
6996,74
6997,63
6998,59
6999,59
7000,55
7001,62
7002,63
7003,73
7004,58
7005,68
7006,55
7007,57
7008,59
7009,62
7010,52
7011,65
7012,74
7013,70
7014,65
7015,62
7016,55
7017,59
7018,45
7019,57
7020,33
7021,55
7022,65
7023,75
7024,48
7025,77
7026,65
7027,52
7028,46
7029,61
7030,59
7031,34
7032,60
7033,55
7034,50
7035,76
7036,23
7037,64
7038,64
7039,37
7040,50
7041,49
7042,54
7043,65
7044,61
7045,67
7046,62
7047,71
7048,66
7049,68
7050,60
7051,62
7052,75
7053,65
7054,70
7055,58
7056,58
7057,62
7058,42
7059,28
7060,62
7061,51
7062,66
7063,58
7064,62
7065,60
7066,67
7067,61
7068,24
7069,54
7070,42
7071,35
7072,64
7073,73
7074,59
7075,46
7076,49
7077,70
7078,65
7079,58
7080,65
7081,62
7082,67
7083,71
7084,56
7085,63
7086,68
7087,61
7088,63
7089,63
7090,60
7091,57
7092,39
7093,71
7094,53
7095,30
7096,55
7097,63
7098,61
7099,47
7100,59
7101,57
7102,64
7103,63
7104,65
7105,60
7106,69
7107,59
7108,55
7109,63
7110,68
7111,66
7112,51
7113,73
7114,62
7115,61
7116,63
7117,67
7118,62
7119,71
7120,68
7121,63
7122,57
7123,66
7124,56
7125,58
7126,72
7127,60
7128,61
7129,33
7130,58
7131,68
7132,53
7133,59
7134,65
7135,58
7136,62
7137,76
7138,61
7139,47
7140,47
7141,60
7142,75
7143,66
7144,60
7145,66
7146,60
7147,60
7148,75
7149,62
7150,67
7151,28
7152,56
7153,55
7154,68
7155,69
7156,64
7157,70
7158,62
7159,59
7160,39
7161,70
7162,58
7163,70
7164,59
7165,73
7166,22
7167,66
7168,65
7169,58
7170,60
7171,66
7172,65
7173,56
7174,63
7175,63
7176,63
7177,32
7178,68
7179,60
7180,63
7181,71
7182,62
7183,58
7184,63
7185,68
7186,61
7187,69
7188,63
7189,61
7190,72
7191,72
7192,59
7193,62
7194,42
7195,64
7196,63
7197,65
7198,45
7199,70
7200,76
7201,60
7202,57
7203,61
7204,70
7205,68
7206,55
7207,60
7208,67
7209,62
7210,54
7211,66
7212,56
7213,59
7214,74
7215,24
7216,64
7217,61
7218,66
7219,62
7220,65
7221,64
7222,67
7223,54
7224,25
7225,64
7226,58
7227,65
7228,72
7229,63
7230,63
7231,65
7232,59
7233,66
7234,60
7235,59
7236,63
7237,60
7238,48
7239,50
7240,62
7241,65
7242,65
7243,65
7244,65
7245,68
7246,62
7247,51
7248,66
7249,60
7250,66
7251,59
7252,64
7253,72
7254,50
7255,65
7256,63
7257,55
7258,53
7259,59
7260,64
7261,64
7262,71
7263,68
7264,55
7265,60
7266,62
7267,73
7268,59
7269,68
7270,61
7271,62
7272,75
7273,78
7274,58
7275,62
7276,70
7277,62
7278,68
7279,62
7280,72
7281,65
7282,69
7283,35
7284,63
7285,62
7286,61
7287,77
7288,66
7289,65
7290,58
7291,62
7292,63
7293,63
7294,71
7295,70
7296,71
7297,64
7298,46
7299,61
7300,70
7301,59
7302,68
7303,59
7304,60
7305,66
7306,68
7307,62
7308,45
7309,63
7310,65
7311,51
7312,62
7313,65
7314,61
7315,69
7316,72
7317,22
7318,57
7319,48
7320,62
7321,60
7322,65
7323,65
7324,76
7325,71
7326,70
7327,52
7328,67
7329,68
7330,70
7331,66
7332,64
7333,66
7334,64
7335,65
7336,62
7337,30
7338,67
7339,65
7340,64
7341,55
7342,48
7343,49
7344,49
7345,62
7346,56
7347,59
7348,67
7349,60
7350,31
7351,57
7352,62
7353,61
7354,68
7355,58
7356,67
7357,58
7358,62
7359,64
7360,60
7361,58
7362,60
7363,72
7364,70
7365,64
7366,75
7367,71
7368,52
7369,57
7370,59
7371,59
7372,68
7373,63
7374,62
7375,21
7376,48
7377,57
7378,62
7379,67
7380,63
7381,57
7382,65
7383,52
7384,68
7385,62
7386,62
7387,48
7388,58
7389,61
7390,40
7391,63
7392,69
7393,51
7394,61
7395,61
7396,70
7397,65
7398,62
7399,69
7400,70
7401,66
7402,45
7403,62
7404,66
7405,58
7406,59
7407,61
7408,54
7409,66
7410,63
7411,61
7412,24
7413,56
7414,56
7415,58
7416,59
7417,62
7418,72
7419,59
7420,64
7421,69
7422,55
7423,61
7424,40
7425,65
7426,57
7427,59
7428,68
7429,58
7430,63
7431,56
7432,64
7433,67
7434,64
7435,69
7436,62
7437,58
7438,67
7439,80
7440,61
7441,73
7442,60
7443,67
7444,65
7445,62
7446,62
7447,58
7448,56
7449,64
7450,58
7451,75
7452,59
7453,62
7454,51
7455,71
7456,69
7457,64
7458,65
7459,70
7460,66
7461,48
7462,70
7463,63
7464,62
7465,72
7466,59
7467,63
7468,67
7469,67
7470,60
7471,66
7472,48
7473,27
7474,59
7475,55
7476,32
7477,63
7478,59
7479,77
7480,53
7481,66
7482,38
7483,67
7484,56
7485,72
7486,73
7487,74
7488,61
7489,60
7490,58
7491,70
7492,59
7493,65
7494,58
7495,62
7496,69
7497,69
7498,57
7499,62
7500,69
7501,63
7502,61
7503,59
7504,65
7505,66
7506,66
7507,56
7508,64
7509,60
7510,65
7511,65
7512,71
7513,70
7514,65
7515,25
7516,66
7517,41
7518,60
7519,57
7520,63
7521,23
7522,60
7523,59
7524,55
7525,63
7526,34
7527,61
7528,61
7529,68
7530,55
7531,63
7532,60
7533,73
7534,25
7535,66
7536,55
7537,69
7538,55
7539,61
7540,56
7541,63
7542,60
7543,64
7544,76
7545,58
7546,58
7547,68
7548,68
7549,68
7550,59
7551,71
7552,67
7553,64
7554,70
7555,59
7556,63
7557,65
7558,62
7559,59
7560,60
7561,66
7562,70
7563,60
7564,77
7565,53
7566,66
7567,57
7568,65
7569,56
7570,64
7571,68
7572,68
7573,66
7574,63
7575,58
7576,59
7577,73
7578,57
7579,51
7580,64
7581,54
7582,60
7583,57
7584,68
7585,60
7586,56
7587,69
7588,63
7589,60
7590,65
7591,64
7592,60
7593,61
7594,65
7595,46
7596,56
7597,64
7598,62
7599,62
7600,67
7601,39
7602,54
7603,62
7604,61
7605,62
7606,63
7607,62
7608,59
7609,54
7610,66
7611,59
7612,62
7613,65
7614,62
7615,70
7616,66
7617,60
7618,69
7619,60
7620,63
7621,68
7622,50
7623,55
7624,63
7625,60
7626,59
7627,63
7628,70
7629,58
7630,67
7631,75
7632,57
7633,68
7634,67
7635,63
7636,50
7637,78
7638,69
7639,63
7640,59
7641,68
7642,50
7643,64
7644,67
7645,44
7646,59
7647,52
7648,64
7649,48
7650,48
7651,67
7652,66
7653,73
7654,65
7655,67
7656,40
7657,64
7658,63
7659,63
7660,68
7661,62
7662,59
7663,50
7664,61
7665,68
7666,68
7667,66
7668,60
7669,46
7670,66
7671,61
7672,65
7673,65
7674,60
7675,66
7676,58
7677,70
7678,64
7679,67
7680,13
7681,64
7682,61
7683,50
7684,70
7685,15
7686,60
7687,57
7688,55
7689,58
7690,58
7691,44
7692,44
7693,62
7694,49
7695,50
7696,66
7697,58
7698,26
7699,70
7700,60
7701,60
7702,64
7703,67
7704,64
7705,65
7706,55
7707,68
7708,61
7709,69
7710,71
7711,57
7712,62
7713,68
7714,68
7715,55
7716,66
7717,67
7718,43
7719,57
7720,66
7721,72
7722,59
7723,64
7724,59
7725,60
7726,63
7727,62
7728,44
7729,63
7730,62
7731,50
7732,63
7733,42
7734,58
7735,71
7736,59
7737,61
7738,29
7739,63
7740,54
7741,59
7742,68
7743,67
7744,45
7745,65
7746,57
7747,35
7748,63
7749,30
7750,58
7751,61
7752,61
7753,61
7754,76
7755,63
7756,56
7757,65
7758,58
7759,60
7760,59
7761,64
7762,53
7763,68
7764,64
7765,63
7766,62
7767,48
7768,58
7769,61
7770,65
7771,67
7772,57
7773,61
7774,13
7775,64
7776,60
7777,73
7778,62
7779,63
7780,59
7781,36
7782,63
7783,61
7784,65
7785,64
7786,62
7787,69
7788,65
7789,64
7790,60
7791,63
7792,62
7793,55
7794,62
7795,58
7796,57
7797,56
7798,67
7799,54
7800,66
7801,71
7802,73
7803,73
7804,56
7805,59
7806,63
7807,71
7808,42
7809,66
7810,66
7811,60
7812,57
7813,54
7814,61
7815,71
7816,65
7817,62
7818,79
7819,54
7820,57
7821,59
7822,59
7823,54
7824,63
7825,63
7826,63
7827,63
7828,71
7829,67
7830,58
7831,68
7832,44
7833,64
7834,56
7835,72
7836,62
7837,65
7838,64
7839,68
7840,71
7841,55
7842,72
7843,71
7844,58
7845,51
7846,67
7847,62
7848,68
7849,71
7850,62
7851,66
7852,62
7853,67
7854,67
7855,48
7856,68
7857,66
7858,70
7859,56
7860,60
7861,67
7862,63
7863,77
7864,40
7865,66
7866,63
7867,59
7868,61
7869,58
7870,70
7871,64
7872,66
7873,66
7874,64
7875,27
7876,29
7877,56
7878,67
7879,67
7880,69
7881,56
7882,60
7883,63
7884,67
7885,60
7886,65
7887,65
7888,78
7889,62
7890,73
7891,55
7892,64
7893,72
7894,59
7895,68
7896,63
7897,51
7898,61
7899,61
7900,52
7901,69
7902,70
7903,60
7904,67
7905,67
7906,58
7907,69
7908,64
7909,67
7910,48
7911,63
7912,49
7913,69
7914,44
7915,59
7916,70
7917,66
7918,61
7919,58
7920,65
7921,55
7922,60
7923,25
7924,59
7925,68
7926,65
7927,58
7928,67
7929,58
7930,71
7931,27
7932,60
7933,70
7934,55
7935,27
7936,58
7937,58
7938,56
7939,66
7940,32
7941,47
7942,58
7943,59
7944,65
7945,62
7946,61
7947,57
7948,65
7949,59
7950,66
7951,64
7952,61
7953,57
7954,70
7955,48
7956,48
7957,60
7958,54
7959,69
7960,57
7961,65
7962,70
7963,66
7964,62
7965,67
7966,69
7967,61
7968,70
7969,66
7970,68
7971,59
7972,42
7973,72
7974,43
7975,53
7976,64
7977,61
7978,61
7979,39
7980,55
7981,58
7982,50
7983,62
7984,62
7985,74
7986,49
7987,68
7988,28
7989,60
7990,55
7991,25
7992,62
7993,65
7994,60
7995,72
7996,61
7997,59
7998,51
7999,59
8000,67
8001,65
8002,35
8003,54
8004,59
8005,71
8006,52
8007,52
8008,63
8009,64
8010,76
8011,35
8012,66
8013,60
8014,64
8015,68
8016,58
8017,55
8018,48
8019,69
8020,59
8021,62
8022,62
8023,60
8024,48
8025,61
8026,63
8027,59
8028,57
8029,61
8030,61
8031,64
8032,64
8033,66
8034,66
8035,67
8036,71
8037,63
8038,56
8039,54
8040,59
8041,60
8042,67
8043,22
8044,62
8045,63
8046,70
8047,61
8048,68
8049,44
8050,58
8051,60
8052,27
8053,42
8054,63
8055,48
8056,68
8057,60
8058,60
8059,68
8060,57
8061,47
8062,68
8063,63
8064,57
8065,40
8066,61
8067,56
8068,56
8069,63
8070,35
8071,36
8072,55
8073,63
8074,52
8075,71
8076,59
8077,60
8078,64
8079,66
8080,64
8081,67
8082,56
8083,46
8084,68
8085,64
8086,53
8087,63
8088,39
8089,40
8090,58
8091,67
8092,50
8093,66
8094,59
8095,57
8096,74
8097,67
8098,65
8099,64
8100,57
8101,63
8102,40
8103,63
8104,39
8105,73
8106,55
8107,70
8108,62
8109,62
8110,66
8111,57
8112,63
8113,60
8114,57
8115,59
8116,76
8117,63
8118,59
8119,69
8120,34
8121,63
8122,56
8123,70
8124,65
8125,72
8126,55
8127,52
8128,62
8129,64
8130,58
8131,64
8132,48
8133,50
8134,65
8135,56
8136,56
8137,59
8138,66
8139,62
8140,58
8141,60
8142,66
8143,60
8144,48
8145,36
8146,22
8147,62
8148,59
8149,63
8150,72
8151,60
8152,57
8153,64
8154,59
8155,58
8156,71
8157,57
8158,66
8159,26
8160,26
8161,39
8162,58
8163,62
8164,65
8165,56
8166,65
8167,62
8168,65
8169,57
8170,65
8171,70
8172,57
8173,63
8174,59
8175,41
8176,52
8177,59
8178,45
8179,63
8180,67
8181,62
8182,62
8183,58
8184,71
8185,50
8186,55
8187,55
8188,64
8189,57
8190,56
8191,67
8192,67
8193,59
8194,52
8195,30
8196,68
8197,57
8198,50
8199,58
8200,61
8201,57
8202,52
8203,81
8204,65
8205,61
8206,67
8207,68
8208,53
8209,49
8210,59
8211,59
8212,62
8213,52
8214,60
8215,60
8216,23
8217,58
8218,60
8219,54
8220,57
8221,72
8222,60
8223,58
8224,63
8225,62
8226,65
8227,63
8228,56
8229,62
8230,63
8231,25
8232,41
8233,68
8234,56
8235,72
8236,64
8237,71
8238,60
8239,59
8240,65
8241,69
8242,66
8243,20
8244,53
8245,63
8246,61
8247,64
8248,62
8249,64
8250,63
8251,58
8252,45
8253,51
8254,65
8255,55
8256,60
8257,45
8258,64
8259,64
8260,65
8261,61
8262,61
8263,61
8264,62
8265,65
8266,59
8267,50
8268,59
8269,57
8270,66
8271,72
8272,59
8273,28
8274,65
8275,61
8276,44
8277,40
8278,58
8279,73
8280,68
8281,68
8282,59
8283,61
8284,61
8285,59
8286,65
8287,60
8288,54
8289,55
8290,67
8291,53
8292,70
8293,59
8294,42
8295,33
8296,67
8297,50
8298,68
8299,45
8300,13
8301,66
8302,64
8303,66
8304,33
8305,48
8306,55
8307,72
8308,58
8309,33
8310,56
8311,65
8312,52
8313,52
8314,51
8315,60
8316,25
8317,51
8318,50
8319,75
8320,73
8321,70
8322,61
8323,58
8324,57
8325,65
8326,69
8327,65
8328,64
8329,57
8330,67
8331,54
8332,58
8333,59
8334,55
8335,65
8336,69
8337,56
8338,61
8339,58
8340,53
8341,72
8342,48
8343,68
8344,70
8345,61
8346,55
8347,45
8348,36
8349,63
8350,71
8351,59
8352,66
8353,67
8354,23
8355,65
8356,70
8357,49
8358,66
8359,61
8360,58
8361,30
8362,71
8363,60
8364,60
8365,63
8366,67
8367,63
8368,63
8369,60
8370,59
8371,51
8372,52
8373,58
8374,51
8375,57
8376,51
8377,57
8378,64
8379,52
8380,57
8381,57
8382,60
8383,60
8384,38
8385,70
8386,64
8387,54
8388,29
8389,61
8390,67
8391,74
8392,60
8393,72
8394,59
8395,60
8396,66
8397,64
8398,52
8399,41
8400,60
8401,59
8402,20
8403,68
8404,35
8405,63
8406,58
8407,62
8408,64
8409,59
8410,73
8411,54
8412,71
8413,59
8414,62
8415,62
8416,64
8417,74
8418,49
8419,64
8420,60
8421,53
8422,60
8423,61
8424,68
8425,59
8426,65
8427,53
8428,37
8429,59
8430,59
8431,70
8432,67
8433,59
8434,45
8435,67
8436,58
8437,57
8438,69
8439,65
8440,68
8441,65
8442,65
8443,69
8444,60
8445,64
8446,68
8447,65
8448,63
8449,73
8450,64
8451,31
8452,68
8453,49
8454,69
8455,59
8456,63
8457,57
8458,54
8459,70
8460,62
8461,71
8462,65
8463,62
8464,35
8465,50
8466,50
8467,60
8468,58
8469,57
8470,60
8471,62
8472,60
8473,69
8474,65
8475,55
8476,59
8477,64
8478,67
8479,48
8480,51
8481,58
8482,47
8483,71
8484,62
8485,68
8486,28
8487,67
8488,40
8489,52
8490,64
8491,64
8492,51
8493,62
8494,65
8495,43
8496,56
8497,57
8498,72
8499,65
8500,64
8501,48
8502,57
8503,64
8504,72
8505,47
8506,58
8507,64
8508,65
8509,48
8510,66
8511,60
8512,66
8513,62
8514,55
8515,64
8516,58
8517,58
8518,70
8519,27
8520,58
8521,63
8522,64
8523,52
8524,62
8525,63
8526,72
8527,64
8528,60
8529,58
8530,57
8531,33
8532,60
8533,59
8534,59
8535,58
8536,62
8537,58
8538,67
8539,68
8540,57
8541,55
8542,55
8543,33
8544,62
8545,65
8546,66
8547,68
8548,68
8549,56
8550,47
8551,61
8552,61
8553,52
8554,58
8555,63
8556,45
8557,70
8558,69
8559,65
8560,64
8561,57
8562,60
8563,75
8564,37
8565,63
8566,59
8567,71
8568,71
8569,45
8570,66
8571,68
8572,44
8573,60
8574,41
8575,61
8576,57
8577,64
8578,62
8579,59
8580,67
8581,54
8582,61
8583,54
8584,59
8585,66
8586,61
8587,66
8588,65
8589,51
8590,57
8591,70
8592,24
8593,65
8594,63
8595,62
