,Aggression
5795,65
5796,74
5797,57
5798,62
5799,74
5800,74
5801,41
5802,48
5803,53
5804,73
5805,56
5806,60
5807,73
5808,75
5809,59
5810,71
5811,45
5812,19
5813,83
5814,83
5815,77
5816,76
5817,75
5818,55
5819,33
5820,78
5821,73
5822,66
5823,71
5824,31
5825,51
5826,72
5827,82
5828,79
5829,75
5830,66
5831,75
5832,57
5833,59
5834,47
5835,37
5836,68
5837,68
5838,52
5839,52
5840,76
5841,67
5842,83
5843,34
5844,35
5845,73
5846,38
5847,81
5848,66
5849,71
5850,78
5851,58
5852,73
5853,62
5854,69
5855,67
5856,68
5857,89
5858,44
5859,44
5860,64
5861,33
5862,71
5863,66
5864,60
5865,60
5866,38
5867,28
5868,52
5869,88
5870,74
5871,46
5872,46
5873,82
5874,71
5875,59
5876,56
5877,75
5878,65
5879,73
5880,72
5881,38
5882,31
5883,46
5884,43
5885,77
5886,67
5887,70
5888,80
5889,54
5890,70
5891,59
5892,57
5893,70
5894,47
5895,74
5896,71
5897,47
5898,43
5899,80
5900,83
5901,84
5902,71
5903,73
5904,69
5905,65
5906,69
5907,69
5908,55
5909,68
5910,68
5911,71
5912,76
5913,45
5914,69
5915,75
5916,75
5917,15
5918,83
5919,65
5920,51
5921,21
5922,45
5923,76
5924,59
5925,44
5926,62
5927,19
5928,68
5929,72
5930,42
5931,62
5932,68
5933,25
5934,74
5935,71
5936,56
5937,28
5938,46
5939,73
5940,32
5941,61
5942,78
5943,77
5944,61
5945,65
5946,75
5947,74
5948,68
5949,65
5950,83
5951,69
5952,70
5953,49
5954,73
5955,77
5956,60
5957,80
5958,76
5959,70
5960,73
5961,72
5962,59
5963,68
5964,72
5965,42
5966,40
5967,40
5968,56
5969,55
5970,66
5971,69
5972,71
5973,25
5974,49
5975,53
5976,68
5977,55
5978,75
5979,66
5980,71
5981,18
5982,38
5983,64
5984,64
5985,66
5986,75
5987,70
5988,42
5989,70
5990,62
5991,42
5992,59
5993,62
5994,59
5995,74
5996,83
5997,70
5998,42
5999,71
6000,66
6001,64
6002,39
6003,64
6004,67
6005,37
6006,40
6007,63
6008,75
6009,22
6010,65
6011,59
6012,39
6013,65
6014,40
6015,70
6016,32
6017,67
6018,67
6019,57
6020,40
6021,26
6022,40
6023,59
6024,57
6025,75
6026,63
6027,36
6028,74
6029,77
6030,85
6031,74
6032,29
6033,63
6034,69
6035,75
6036,73
6037,71
6038,55
6039,72
6040,75
6041,74
6042,74
6043,60
6044,26
6045,59
6046,51
6047,36
6048,67
6049,61
6050,31
6051,80
6052,72
6053,78
6054,20
6055,56
6056,24
6057,70
6058,38
6059,19
6060,50
6061,77
6062,75
6063,76
6064,52
6065,68
6066,77
6067,73
6068,76
6069,76
6070,77
6071,53
6072,56
6073,70
6074,74
6075,31
6076,87
6077,77
6078,71
6079,48
6080,71
6081,58
6082,25
6083,23
6084,37
6085,44
6086,29
6087,13
6088,77
6089,66
6090,64
6091,70
6092,43
6093,69
6094,61
6095,45
6096,63
6097,49
6098,71
6099,25
6100,72
6101,70
6102,65
6103,62
6104,69
6105,13
6106,45
6107,41
6108,61
6109,45
6110,71
6111,42
6112,48
6113,57
6114,63
6115,74
6116,71
6117,72
6118,67
6119,32
6120,32
6121,67
6122,75
6123,31
6124,77
6125,70
6126,17
6127,48
6128,78
6129,74
6130,57
6131,62
6132,74
6133,40
6134,79
6135,25
6136,73
6137,75
6138,70
6139,84
6140,50
6141,79
6142,49
6143,65
6144,68
6145,59
6146,26
6147,74
6148,70
6149,31
6150,34
6151,73
6152,25
6153,63
6154,72
6155,79
6156,70
6157,31
6158,32
6159,79
6160,78
6161,44
6162,46
6163,62
6164,64
6165,75
6166,75
6167,50
6168,42
6169,68
6170,67
6171,67
6172,71
6173,60
6174,71
6175,71
6176,68
6177,83
6178,77
6179,74
6180,67
6181,64
6182,94
6183,31
6184,77
6185,67
6186,58
6187,58
6188,85
6189,75
6190,54
6191,69
6192,70
6193,55
6194,65
6195,32
6196,74
6197,52
6198,50
6199,59
6200,26
6201,73
6202,75
6203,70
6204,68
6205,66
6206,18
6207,47
6208,56
6209,48
6210,74
6211,71
6212,56
6213,62
6214,61
6215,75
6216,74
6217,80
6218,69
6219,30
6220,48
6221,78
6222,78
6223,66
6224,80
6225,53
6226,43
6227,74
6228,77
6229,70
6230,49
6231,62
6232,56
6233,65
6234,75
6235,53
6236,72
6237,73
6238,69
6239,55
6240,68
6241,40
6242,32
6243,40
6244,71
6245,28
6246,55
6247,71
6248,47
6249,77
6250,73
6251,65
6252,40
6253,73
6254,66
6255,42
6256,56
6257,78
6258,88
6259,57
6260,69
6261,40
6262,57
6263,70
6264,70
6265,76
6266,68
6267,31
6268,77
6269,69
6270,77
6271,65
6272,71
6273,71
6274,80
6275,65
6276,68
6277,78
6278,27
6279,57
6280,81
6281,48
6282,48
6283,52
6284,74
6285,79
6286,75
6287,66
6288,24
6289,35
6290,43
6291,50
6292,30
6293,75
6294,71
6295,51
6296,35
6297,68
6298,79
6299,45
6300,60
6301,34
6302,85
6303,71
6304,73
6305,68
6306,80
6307,64
6308,79
6309,67
6310,60
6311,55
6312,55
6313,44
6314,67
6315,70
6316,69
6317,79
6318,68
6319,74
6320,67
6321,70
6322,67
6323,60
6324,60
6325,48
6326,33
6327,70
6328,74
6329,50
6330,66
6331,74
6332,56
6333,70
6334,54
6335,46
6336,52
6337,53
6338,32
6339,63
6340,54
6341,49
6342,31
6343,31
6344,72
6345,74
6346,78
6347,27
6348,72
6349,74
6350,69
6351,55
6352,56
6353,72
6354,68
6355,73
6356,79
6357,78
6358,77
6359,64
6360,68
6361,62
6362,61
6363,74
6364,63
6365,58
6366,25
6367,62
6368,81
6369,67
6370,64
6371,23
6372,71
6373,51
6374,77
6375,77
6376,38
6377,33
6378,77
6379,54
6380,62
6381,78
6382,41
6383,24
6384,61
6385,58
6386,62
6387,64
6388,32
6389,58
6390,68
6391,36
6392,80
6393,45
6394,63
6395,39
6396,59
6397,65
6398,50
6399,76
6400,71
6401,76
6402,74
6403,90
6404,47
6405,79
6406,34
6407,81
6408,75
6409,68
6410,40
6411,66
6412,63
6413,70
6414,68
6415,75
6416,65
6417,36
6418,60
6419,36
6420,59
6421,71
6422,59
6423,71
6424,13
6425,38
6426,38
6427,74
6428,72
6429,25
6430,73
6431,73
6432,55
6433,73
6434,78
6435,69
6436,72
6437,31
6438,77
6439,64
6440,21
6441,56
6442,33
6443,58
6444,65
6445,31
6446,43
6447,64
6448,69
6449,40
6450,61
6451,55
6452,72
6453,52
6454,40
6455,52
6456,70
6457,37
6458,67
6459,60
6460,80
6461,55
6462,34
6463,75
6464,59
6465,39
6466,19
6467,53
6468,55
6469,64
6470,62
6471,63
6472,53
6473,69
6474,75
6475,80
6476,27
6477,27
6478,56
6479,75
6480,56
6481,72
6482,68
6483,62
6484,79
6485,47
6486,67
6487,54
6488,61
6489,73
6490,67
6491,47
6492,54
6493,64
6494,74
6495,71
6496,25
6497,60
6498,72
6499,72
6500,57
6501,34
6502,65
6503,66
6504,75
6505,65
6506,77
6507,82
6508,61
6509,22
6510,40
6511,69
6512,77
6513,41
6514,51
6515,66
6516,45
6517,21
6518,64
6519,68
6520,81
6521,65
6522,74
6523,54
6524,65
6525,33
6526,49
6527,59
6528,59
6529,68
6530,59
6531,64
6532,72
6533,78
6534,69
6535,54
6536,43
6537,72
6538,73
6539,60
6540,64
6541,62
6542,72
6543,69
6544,60
6545,58
6546,63
6547,45
6548,32
6549,59
6550,41
6551,86
6552,78
6553,66
6554,61
6555,52
6556,24
6557,72
6558,78
6559,18
6560,57
6561,44
6562,62
6563,71
6564,70
6565,46
6566,41
6567,86
6568,57
6569,76
6570,59
6571,67
6572,20
6573,36
6574,14
6575,66
6576,44
6577,68
6578,74
6579,74
6580,71
6581,37
6582,30
6583,70
6584,83
6585,73
6586,19
6587,35
6588,23
6589,65
6590,76
6591,49
6592,52
6593,62
6594,80
6595,33
6596,71
6597,74
6598,69
6599,31
6600,48
6601,67
6602,88
6603,59
6604,31
6605,75
6606,41
6607,64
6608,49
6609,42
6610,51
6611,34
6612,69
6613,82
6614,59
6615,59
6616,73
6617,74
6618,76
6619,53
6620,42
6621,27
6622,65
6623,53
6624,65
6625,45
6626,83
6627,70
6628,45
6629,64
6630,64
6631,43
6632,70
6633,31
6634,68
6635,20
6636,62
6637,79
6638,52
6639,64
6640,46
6641,55
6642,67
6643,69
6644,44
6645,74
6646,72
6647,63
6648,48
6649,88
6650,46
6651,45
6652,32
6653,58
6654,79
6655,69
6656,42
6657,54
6658,24
6659,70
6660,35
6661,64
6662,52
6663,58
6664,48
6665,64
6666,78
6667,71
6668,36
6669,72
6670,74
6671,68
6672,65
6673,72
6674,49
6675,77
6676,55
6677,66
6678,71
6679,71
6680,41
6681,41
6682,71
6683,76
6684,18
6685,62
6686,66
6687,75
6688,69
6689,73
6690,42
6691,65
6692,59
6693,67
6694,60
6695,67
6696,49
6697,49
6698,73
6699,36
6700,58
6701,83
6702,52
6703,74
6704,74
6705,35
6706,63
6707,69
6708,72
6709,70
6710,70
6711,60
6712,40
6713,60
6714,72
6715,69
6716,45
6717,74
6718,45
6719,51
6720,65
6721,29
6722,73
6723,61
6724,36
6725,76
6726,56
6727,33
6728,73
6729,42
6730,36
6731,29
6732,29
6733,62
6734,65
6735,73
6736,58
6737,68
6738,59
6739,73
6740,83
6741,67
6742,65
6743,62
6744,72
6745,35
6746,57
6747,52
6748,68
6749,46
6750,68
6751,46
6752,75
6753,58
6754,73
6755,48
6756,22
6757,46
6758,75
6759,58
6760,60
6761,51
6762,61
6763,50
6764,57
6765,30
6766,65
6767,44
6768,41
6769,76
6770,50
6771,34
6772,54
6773,66
6774,74
6775,54
6776,51
6777,74
6778,70
6779,74
6780,76
6781,68
6782,26
6783,26
6784,40
6785,69
6786,64
6787,63
6788,56
6789,41
6790,61
6791,57
6792,61
6793,70
6794,77
6795,65
6796,67
6797,70
6798,44
6799,73
6800,81
6801,45
6802,70
6803,46
6804,54
6805,62
6806,31
6807,76
6808,56
6809,62
6810,72
6811,32
6812,61
6813,75
6814,67
6815,66
6816,64
6817,44
6818,62
6819,33
6820,47
6821,78
6822,76
6823,22
6824,70
6825,36
6826,72
6827,16
6828,52
6829,54
6830,79
6831,35
6832,49
6833,44
6834,44
6835,72
6836,44
6837,58
6838,60
6839,76
6840,74
6841,77
6842,22
6843,63
6844,53
6845,71
6846,60
6847,34
6848,59
6849,44
6850,78
6851,45
6852,62
6853,42
6854,71
6855,72
6856,72
6857,34
6858,16
6859,52
6860,65
6861,66
6862,81
6863,84
6864,67
6865,71
6866,84
6867,67
6868,71
6869,40
6870,29
6871,43
6872,66
6873,77
6874,33
6875,45
6876,84
6877,74
6878,74
6879,38
6880,61
6881,47
6882,58
6883,58
6884,49
6885,49
6886,41
6887,48
6888,82
6889,65
6890,29
6891,60
6892,65
6893,87
6894,39
6895,78
6896,31
6897,70
6898,56
6899,37
6900,46
6901,51
6902,37
6903,62
6904,77
6905,31
6906,77
6907,33
6908,62
6909,64
6910,56
6911,28
6912,65
6913,70
6914,31
6915,72
6916,52
6917,54
6918,64
6919,65
6920,81
6921,44
6922,68
6923,64
6924,36
6925,66
6926,48
6927,15
6928,72
6929,62
6930,28
6931,38
6932,34
6933,70
6934,71
6935,53
6936,53
6937,42
6938,65
6939,78
6940,51
6941,22
6942,50
6943,66
6944,70
6945,56
6946,84
6947,75
6948,23
6949,56
6950,35
6951,75
6952,65
6953,76
6954,65
6955,66
6956,64
6957,30
6958,68
6959,71
6960,76
6961,28
6962,47
6963,62
6964,81
6965,75
6966,47
6967,64
6968,49
6969,55
6970,59
6971,69
6972,81
6973,55
6974,62
6975,50
6976,44
6977,50
6978,65
6979,75
6980,70
6981,57
6982,61
6983,36
6984,63
6985,75
6986,65
6987,65
6988,45
6989,32
6990,70
6991,68
6992,73
6993,68
6994,59
6995,72
6996,72
6997,39
6998,56
6999,59
7000,69
7001,74
7002,73
7003,73
7004,30
7005,67
7006,39
7007,65
7008,59
7009,58
7010,72
7011,79
7012,70
7013,72
7014,73
7015,71
7016,59
7017,58
7018,24
7019,69
7020,27
7021,62
7022,56
7023,64
7024,25
7025,59
7026,65
7027,63
7028,26
7029,56
7030,64
7031,28
7032,66
7033,64
7034,34
7035,73
7036,15
7037,68
7038,68
7039,60
7040,40
7041,53
7042,63
7043,68
7044,64
7045,64
7046,43
7047,34
7048,67
7049,67
7050,55
7051,68
7052,60
7053,76
7054,59
7055,60
7056,70
7057,64
7058,33
7059,20
7060,63
7061,35
7062,52
7063,78
7064,42
7065,67
7066,69
7067,70
7068,22
7069,45
7070,44
7071,24
7072,60
7073,62
7074,64
7075,23
7076,58
7077,74
7078,81
7079,39
7080,63
7081,44
7082,69
7083,72
7084,58
7085,42
7086,70
7087,53
7088,53
7089,53
7090,64
7091,55
7092,67
7093,40
7094,76
7095,52
7096,38
7097,68
7098,79
7099,20
7100,61
7101,59
7102,81
7103,68
7104,51
7105,60
7106,60
7107,49
7108,69
7109,30
7110,70
7111,70
7112,27
7113,84
7114,30
7115,71
7116,64
7117,70
7118,39
7119,46
7120,73
7121,71
7122,81
7123,60
7124,66
7125,77
7126,71
7127,68
7128,44
7129,21
7130,68
7131,65
7132,57
7133,63
7134,59
7135,61
7136,67
7137,78
7138,45
7139,63
7140,63
7141,75
7142,65
7143,65
7144,59
7145,40
7146,61
7147,21
7148,28
7149,70
7150,73
7151,24
7152,83
7153,39
7154,70
7155,77
7156,72
7157,74
7158,48
7159,79
7160,21
7161,75
7162,27
7163,74
7164,56
7165,42
7166,19
7167,31
7168,58
7169,65
7170,70
7171,65
7172,67
7173,35
7174,75
7175,62
7176,65
7177,16
7178,62
7179,61
7180,61
7181,39
7182,66
7183,65
7184,80
7185,62
7186,70
7187,70
7188,44
7189,61
7190,71
7191,71
7192,67
7193,74
7194,21
7195,67
7196,76
7197,76
7198,59
7199,75
7200,43
7201,58
7202,69
7203,72
7204,71
7205,68
7206,48
7207,56
7208,80
7209,70
7210,53
7211,59
7212,75
7213,75
7214,74
7215,24
7216,68
7217,64
7218,33
7219,77
7220,33
7221,61
7222,77
7223,58
7224,19
7225,54
7226,40
7227,84
7228,66
7229,59
7230,57
7231,59
7232,55
7233,65
7234,58
7235,56
7236,70
7237,59
7238,62
7239,37
7240,30
7241,71
7242,71
7243,64
7244,66
7245,70
7246,63
7247,32
7248,67
7249,62
7250,82
7251,59
7252,43
7253,79
7254,42
7255,67
7256,45
7257,38
7258,55
7259,63
7260,75
7261,84
7262,71
7263,81
7264,63
7265,51
7266,44
7267,36
7268,68
7269,64
7270,72
7271,70
7272,64
7273,74
7274,60
7275,52
7276,69
7277,66
7278,47
7279,44
7280,43
7281,77
7282,29
7283,36
7284,67
7285,70
7286,60
7287,68
7288,65
7289,56
7290,35
7291,63
7292,70
7293,70
7294,46
7295,73
7296,81
7297,58
7298,74
7299,75
7300,76
7301,65
7302,75
7303,52
7304,67
7305,81
7306,73
7307,90
7308,40
7309,64
7310,73
7311,73
7312,54
7313,40
7314,28
7315,56
7316,44
7317,21
7318,72
7319,59
7320,52
7321,73
7322,87
7323,65
7324,71
7325,74
7326,69
7327,70
7328,64
7329,71
7330,69
7331,64
7332,59
7333,48
7334,63
7335,58
7336,75
7337,18
7338,73
7339,58
7340,75
7341,32
7342,40
7343,55
7344,55
7345,63
7346,70
7347,44
7348,68
7349,38
7350,35
7351,64
7352,64
7353,47
7354,68
7355,33
7356,69
7357,69
7358,70
7359,45
7360,78
7361,77
7362,61
7363,40
7364,66
7365,84
7366,39
7367,69
7368,69
7369,79
7370,75
7371,74
7372,28
7373,74
7374,33
7375,19
7376,40
7377,55
7378,64
7379,70
7380,81
7381,73
7382,70
7383,70
7384,46
7385,69
7386,64
7387,23
7388,37
7389,73
7390,23
7391,56
7392,45
7393,38
7394,43
7395,43
7396,44
7397,50
7398,56
7399,70
7400,78
7401,27
7402,16
7403,71
7404,25
7405,59
7406,50
7407,66
7408,71
7409,78
7410,74
7411,36
7412,21
7413,67
7414,53
7415,55
7416,65
7417,58
7418,36
7419,48
7420,54
7421,36
7422,83
7423,65
7424,35
7425,58
7426,32
7427,64
7428,35
7429,62
7430,33
7431,60
7432,63
7433,73
7434,48
7435,43
7436,57
7437,67
7438,77
7439,68
7440,70
7441,52
7442,50
7443,74
7444,52
7445,78
7446,78
7447,62
7448,73
7449,65
7450,72
7451,68
7452,28
7453,61
7454,49
7455,75
7456,87
7457,38
7458,60
7459,90
7460,42
7461,76
7462,61
7463,40
7464,59
7465,58
7466,76
7467,81
7468,70
7469,42
7470,65
7471,71
7472,62
7473,27
7474,62
7475,62
7476,24
7477,50
7478,31
7479,80
7480,60
7481,64
7482,32
7483,48
7484,79
7485,67
7486,82
7487,70
7488,68
7489,29
7490,49
7491,55
7492,75
7493,70
7494,66
7495,56
7496,62
7497,62
7498,55
7499,66
7500,58
7501,52
7502,59
7503,20
7504,68
7505,81
7506,71
7507,27
7508,70
7509,70
7510,59
7511,64
7512,70
7513,35
7514,71
7515,21
7516,57
7517,40
7518,52
7519,64
7520,55
7521,16
7522,66
7523,50
7524,42
7525,71
7526,22
7527,59
7528,65
7529,64
7530,75
7531,65
7532,42
7533,51
7534,16
7535,59
7536,47
7537,62
7538,47
7539,43
7540,60
7541,71
7542,47
7543,70
7544,67
7545,67
7546,70
7547,69
7548,69
7549,73
7550,68
7551,63
7552,43
7553,43
7554,58
7555,23
7556,75
7557,78
7558,73
7559,50
7560,62
7561,72
7562,72
7563,79
7564,51
7565,66
7566,40
7567,67
7568,61
7569,72
7570,70
7571,69
7572,45
7573,71
7574,58
7575,68
7576,67
7577,68
7578,58
7579,84
7580,74
7581,74
7582,62
7583,81
7584,57
7585,62
7586,62
7587,71
7588,67
7589,68
7590,60
7591,54
7592,78
7593,60
7594,67
7595,48
7596,86
7597,65
7598,46
7599,46
7600,32
7601,22
7602,71
7603,71
7604,64
7605,73
7606,57
7607,69
7608,62
7609,60
7610,70
7611,52
7612,80
7613,45
7614,75
7615,82
7616,61
7617,65
7618,72
7619,64
7620,65
7621,63
7622,66
7623,33
7624,50
7625,62
7626,72
7627,70
7628,82
7629,75
7630,59
7631,56
7632,69
7633,66
7634,60
7635,73
7636,73
7637,65
7638,82
7639,40
7640,63
7641,68
7642,70
7643,56
7644,35
7645,73
7646,51
7647,58
7648,71
7649,52
7650,52
7651,59
7652,55
7653,58
7654,54
7655,72
7656,24
7657,69
7658,30
7659,48
7660,74
7661,56
7662,67
7663,56
7664,45
7665,73
7666,27
7667,63
7668,58
7669,23
7670,40
7671,59
7672,34
7673,69
7674,71
7675,63
7676,37
7677,79
7678,45
7679,73
7680,44
7681,60
7682,79
7683,32
7684,67
7685,44
7686,65
7687,66
7688,72
7689,55
7690,77
7691,38
7692,30
7693,54
7694,45
7695,52
7696,63
7697,55
7698,27
7699,73
7700,73
7701,73
7702,53
7703,78
7704,53
7705,79
7706,58
7707,53
7708,47
7709,65
7710,80
7711,75
7712,63
7713,64
7714,76
7715,58
7716,63
7717,71
7718,23
7719,59
7720,83
7721,60
7722,39
7723,68
7724,68
7725,54
7726,28
7727,74
7728,50
7729,65
7730,81
7731,70
7732,12
7733,44
7734,61
7735,68
7736,69
7737,67
7738,21
7739,73
7740,60
7741,49
7742,70
7743,68
7744,69
7745,73
7746,75
7747,20
7748,56
7749,20
7750,32
7751,69
7752,69
7753,73
7754,80
7755,43
7756,87
7757,63
7758,75
7759,66
7760,61
7761,38
7762,43
7763,70
7764,80
7765,70
7766,91
7767,74
7768,79
7769,80
7770,69
7771,68
7772,71
7773,74
7774,22
7775,61
7776,68
7777,71
7778,58
7779,39
7780,69
7781,30
7782,65
7783,61
7784,53
7785,71
7786,43
7787,60
7788,70
7789,60
7790,75
7791,30
7792,78
7793,69
7794,70
7795,72
7796,38
7797,66
7798,70
7799,58
7800,47
7801,73
7802,75
7803,75
7804,67
7805,60
7806,65
7807,34
7808,33
7809,46
7810,74
7811,76
7812,42
7813,55
7814,75
7815,51
7816,59
7817,49
7818,83
7819,58
7820,43
7821,38
7822,74
7823,71
7824,48
7825,71
7826,72
7827,70
7828,70
7829,29
7830,60
7831,50
7832,81
7833,64
7834,54
7835,47
7836,69
7837,62
7838,60
7839,45
7840,37
7841,60
7842,77
7843,58
7844,47
7845,35
7846,45
7847,70
7848,68
7849,26
7850,41
7851,34
7852,72
7853,55
7854,55
7855,40
7856,61
7857,51
7858,72
7859,72
7860,79
7861,74
7862,59
7863,75
7864,28
7865,68
7866,64
7867,60
7868,30
7869,71
7870,43
7871,73
7872,66
7873,50
7874,76
7875,19
7876,30
7877,47
7878,61
7879,65
7880,48
7881,73
7882,83
7883,75
7884,54
7885,55
7886,58
7887,46
7888,74
7889,52
7890,78
7891,68
7892,63
7893,56
7894,67
7895,55
7896,84
7897,79
7898,63
7899,66
7900,35
7901,57
7902,75
7903,52
7904,61
7905,61
7906,69
7907,41
7908,58
7909,77
7910,76
7911,70
7912,80
7913,67
7914,78
7915,61
7916,33
7917,69
7918,44
7919,45
7920,74
7921,75
7922,68
7923,23
7924,78
7925,80
7926,46
7927,71
7928,38
7929,30
7930,65
7931,22
7932,67
7933,46
7934,54
7935,20
7936,61
7937,71
7938,61
7939,69
7940,31
7941,69
7942,71
7943,70
7944,61
7945,58
7946,46
7947,69
7948,50
7949,60
7950,54
7951,65
7952,57
7953,75
7954,74
7955,79
7956,79
7957,49
7958,33
7959,73
7960,38
7961,55
7962,44
7963,81
7964,68
7965,57
7966,79
7967,33
7968,79
7969,45
7970,55
7971,66
7972,84
7973,43
7974,37
7975,87
7976,53
7977,70
7978,46
7979,66
7980,71
7981,72
7982,61
7983,43
7984,63
7985,79
7986,74
7987,84
7988,21
7989,71
7990,60
7991,21
7992,49
7993,73
7994,72
7995,75
7996,65
7997,71
7998,37
7999,64
8000,75
8001,73
8002,42
8003,48
8004,74
8005,67
8006,48
8007,48
8008,67
8009,59
8010,70
8011,32
8012,58
8013,70
8014,58
8015,60
8016,61
8017,56
8018,83
8019,75
8020,59
8021,63
8022,56
8023,55
8024,74
8025,59
8026,82
8027,65
8028,53
8029,42
8030,64
8031,44
8032,70
8033,46
8034,34
8035,69
8036,59
8037,72
8038,31
8039,58
8040,74
8041,72
8042,53
8043,24
8044,67
8045,39
8046,85
8047,66
8048,65
8049,82
8050,71
8051,66
8052,30
8053,23
8054,47
8055,57
8056,43
8057,59
8058,59
8059,59
8060,54
8061,34
8062,72
8063,72
8064,70
8065,22
8066,62
8067,58
8068,37
8069,79
8070,25
8071,42
8072,59
8073,51
8074,62
8075,84
8076,36
8077,66
8078,74
8079,68
8080,53
8081,55
8082,57
8083,73
8084,74
8085,61
8086,61
8087,78
8088,27
8089,72
8090,57
8091,52
8092,21
8093,78
8094,73
8095,59
8096,68
8097,60
8098,53
8099,52
8100,42
8101,73
8102,72
8103,65
8104,20
8105,68
8106,33
8107,53
8108,53
8109,53
8110,64
8111,73
8112,55
8113,86
8114,82
8115,65
8116,55
8117,67
8118,65
8119,50
8120,23
8121,62
8122,33
8123,76
8124,52
8125,73
8126,64
8127,66
8128,70
8129,45
8130,56
8131,40
8132,28
8133,72
8134,69
8135,64
8136,58
8137,60
8138,57
8139,66
8140,71
8141,58
8142,65
8143,73
8144,62
8145,36
8146,23
8147,68
8148,71
8149,76
8150,70
8151,51
8152,72
8153,48
8154,70
8155,62
8156,88
8157,40
8158,61
8159,24
8160,24
8161,76
8162,68
8163,31
8164,55
8165,63
8166,56
8167,72
8168,83
8169,60
8170,73
8171,58
8172,45
8173,22
8174,39
8175,22
8176,28
8177,66
8178,57
8179,42
8180,60
8181,80
8182,61
8183,76
8184,77
8185,78
8186,53
8187,55
8188,53
8189,63
8190,39
8191,69
8192,71
8193,52
8194,51
8195,35
8196,57
8197,60
8198,65
8199,59
8200,77
8201,22
8202,64
8203,51
8204,50
8205,58
8206,44
8207,40
8208,67
8209,66
8210,68
8211,68
8212,44
8213,52
8214,65
8215,73
8216,19
8217,75
8218,47
8219,70
8220,64
8221,72
8222,64
8223,63
8224,51
8225,63
8226,73
8227,72
8228,50
8229,68
8230,45
8231,27
8232,35
8233,51
8234,59
8235,73
8236,58
8237,63
8238,48
8239,63
8240,63
8241,68
8242,46
8243,21
8244,64
8245,55
8246,70
8247,63
8248,40
8249,70
8250,52
8251,57
8252,63
8253,71
8254,58
8255,43
8256,59
8257,55
8258,67
8259,58
8260,64
8261,36
8262,36
8263,64
8264,70
8265,57
8266,76
8267,79
8268,64
8269,61
8270,52
8271,87
8272,64
8273,23
8274,73
8275,44
8276,65
8277,78
8278,65
8279,77
8280,82
8281,58
8282,67
8283,65
8284,78
8285,67
8286,76
8287,67
8288,41
8289,74
8290,67
8291,82
8292,56
8293,60
8294,33
8295,24
8296,75
8297,71
8298,73
8299,57
8300,31
8301,49
8302,62
8303,59
8304,20
8305,40
8306,59
8307,49
8308,70
8309,36
8310,64
8311,61
8312,55
8313,55
8314,70
8315,29
8316,24
8317,41
8318,67
8319,70
8320,45
8321,53
8322,44
8323,50
8324,26
8325,38
8326,44
8327,70
8328,81
8329,59
8330,56
8331,76
8332,48
8333,61
8334,34
8335,40
8336,70
8337,60
8338,71
8339,58
8340,31
8341,92
8342,41
8343,71
8344,51
8345,42
8346,63
8347,80
8348,24
8349,49
8350,70
8351,81
8352,73
8353,73
8354,21
8355,61
8356,74
8357,39
8358,65
8359,53
8360,70
8361,18
8362,81
8363,69
8364,69
8365,55
8366,61
8367,55
8368,57
8369,59
8370,46
8371,63
8372,58
8373,57
8374,71
8375,40
8376,66
8377,52
8378,53
8379,48
8380,69
8381,45
8382,68
8383,42
8384,24
8385,65
8386,66
8387,74
8388,24
8389,65
8390,44
8391,85
8392,73
8393,83
8394,79
8395,48
8396,66
8397,66
8398,61
8399,64
8400,59
8401,40
8402,18
8403,49
8404,29
8405,66
8406,58
8407,65
8408,57
8409,29
8410,58
8411,63
8412,40
8413,70
8414,67
8415,67
8416,58
8417,57
8418,52
8419,52
8420,68
8421,74
8422,74
8423,76
8424,66
8425,66
8426,66
8427,58
8428,44
8429,73
8430,73
8431,74
8432,66
8433,53
8434,35
8435,67
8436,41
8437,60
8438,79
8439,66
8440,73
8441,63
8442,33
8443,73
8444,69
8445,31
8446,54
8447,63
8448,70
8449,74
8450,32
8451,23
8452,65
8453,50
8454,52
8455,73
8456,72
8457,63
8458,71
8459,69
8460,58
8461,73
8462,64
8463,76
8464,77
8465,78
8466,78
8467,64
8468,45
8469,55
8470,60
8471,38
8472,65
8473,63
8474,86
8475,62
8476,66
8477,72
8478,61
8479,50
8480,44
8481,66
8482,34
8483,70
8484,61
8485,45
8486,33
8487,40
8488,52
8489,42
8490,67
8491,68
8492,45
8493,36
8494,46
8495,63
8496,51
8497,43
8498,57
8499,63
8500,82
8501,75
8502,67
8503,69
8504,46
8505,33
8506,80
8507,32
8508,83
8509,39
8510,46
8511,58
8512,68
8513,58
8514,37
8515,78
8516,57
8517,57
8518,73
8519,23
8520,60
8521,69
8522,58
8523,24
8524,60
8525,51
8526,50
8527,43
8528,63
8529,66
8530,32
8531,45
8532,68
8533,71
8534,67
8535,75
8536,52
8537,39
8538,77
8539,72
8540,53
8541,35
8542,44
8543,49
8544,71
8545,45
8546,46
8547,69
8548,68
8549,73
8550,62
8551,72
8552,76
8553,58
8554,89
8555,51
8556,45
8557,57
8558,62
8559,64
8560,79
8561,64
8562,68
8563,44
8564,31
8565,67
8566,63
8567,70
8568,70
8569,61
8570,52
8571,45
8572,28
8573,58
8574,65
8575,77
8576,62
8577,56
8578,76
8579,77
8580,84
8581,57
8582,65
8583,30
8584,52
8585,70
8586,65
8587,48
8588,66
8589,37
8590,29
8591,75
8592,17
