,Agility
5797,77
5798,71
5799,70
5800,29
5801,78
5802,60
5803,61
5804,63
5805,83
5806,73
5807,78
5808,43
5809,55
5810,86
5811,45
5812,32
5813,70
5814,70
5815,85
5816,71
5817,78
5818,46
5819,86
5820,56
5821,73
5822,61
5823,62
5824,55
5825,72
5826,61
5827,61
5828,66
5829,53
5830,65
5831,69
5832,79
5833,69
5834,67
5835,45
5836,69
5837,90
5838,77
5839,73
5840,67
5841,64
5842,32
5843,35
5844,62
5845,62
5846,75
5847,59
5848,71
5849,70
5850,72
5851,59
5852,56
5853,71
5854,87
5855,70
5856,68
5857,59
5858,44
5859,89
5860,65
5861,49
5862,57
5863,61
5864,71
5865,71
5866,44
5867,75
5868,70
5869,78
5870,71
5871,81
5872,82
5873,60
5874,61
5875,71
5876,46
5877,60
5878,61
5879,59
5880,62
5881,92
5882,65
5883,56
5884,70
5885,60
5886,75
5887,57
5888,70
5889,58
5890,74
5891,72
5892,83
5893,68
5894,86
5895,64
5896,62
5897,72
5898,72
5899,58
5900,57
5901,70
5902,58
5903,59
5904,73
5905,72
5906,58
5907,53
5908,63
5909,70
5910,83
5911,45
5912,61
5913,70
5914,63
5915,83
5916,83
5917,70
5918,69
5919,70
5920,75
5921,53
5922,81
5923,55
5924,76
5925,86
5926,56
5927,17
5928,50
5929,61
5930,84
5931,68
5932,73
5933,50
5934,60
5935,64
5936,70
5937,37
5938,83
5939,68
5940,84
5941,76
5942,49
5943,63
5944,57
5945,84
5946,73
5947,72
5948,68
5949,66
5950,75
5951,74
5952,69
5953,84
5954,79
5955,63
5956,74
5957,72
5958,72
5959,60
5960,33
5961,71
5962,69
5963,45
5964,79
5965,71
5966,37
5967,37
5968,84
5969,70
5970,63
5971,75
5972,58
5973,48
5974,67
5975,79
5976,76
5977,90
5978,50
5979,75
5980,70
5981,30
5982,67
5983,60
5984,63
5985,71
5986,46
5987,57
5988,75
5989,42
5990,64
5991,77
5992,77
5993,57
5994,74
5995,31
5996,60
5997,64
5998,65
5999,59
6000,66
6001,77
6002,31
6003,64
6004,71
6005,50
6006,76
6007,61
6008,42
6009,36
6010,80
6011,51
6012,93
6013,69
6014,84
6015,45
6016,25
6017,71
6018,71
6019,71
6020,72
6021,47
6022,78
6023,55
6024,46
6025,45
6026,73
6027,37
6028,31
6029,78
6030,80
6031,52
6032,31
6033,74
6034,62
6035,45
6036,64
6037,70
6038,77
6039,57
6040,45
6041,59
6042,82
6043,80
6044,62
6045,34
6046,66
6047,78
6048,50
6049,41
6050,33
6051,82
6052,90
6053,48
6054,63
6055,91
6056,57
6057,48
6058,47
6059,39
6060,71
6061,45
6062,43
6063,48
6064,74
6065,57
6066,70
6067,79
6068,61
6069,61
6070,62
6071,72
6072,74
6073,80
6074,67
6075,57
6076,76
6077,59
6078,46
6079,62
6080,67
6081,80
6082,30
6083,45
6084,65
6085,78
6086,31
6087,23
6088,63
6089,74
6090,54
6091,80
6092,58
6093,74
6094,54
6095,68
6096,58
6097,62
6098,66
6099,61
6100,57
6101,71
6102,75
6103,34
6104,66
6105,55
6106,76
6107,83
6108,59
6109,77
6110,60
6111,71
6112,62
6113,77
6114,66
6115,60
6116,92
6117,50
6118,73
6119,77
6120,77
6121,50
6122,71
6123,70
6124,56
6125,74
6126,40
6127,83
6128,66
6129,48
6130,57
6131,57
6132,72
6133,81
6134,58
6135,77
6136,73
6137,64
6138,41
6139,66
6140,63
6141,59
6142,77
6143,66
6144,82
6145,68
6146,53
6147,79
6148,74
6149,68
6150,71
6151,73
6152,47
6153,76
6154,63
6155,59
6156,57
6157,83
6158,83
6159,46
6160,44
6161,29
6162,72
6163,45
6164,61
6165,52
6166,78
6167,81
6168,75
6169,71
6170,69
6171,69
6172,70
6173,60
6174,43
6175,39
6176,74
6177,61
6178,52
6179,89
6180,82
6181,69
6182,55
6183,77
6184,47
6185,64
6186,78
6187,74
6188,71
6189,74
6190,76
6191,62
6192,57
6193,62
6194,73
6195,74
6196,50
6197,75
6198,72
6199,73
6200,37
6201,52
6202,76
6203,63
6204,75
6205,34
6206,50
6207,74
6208,68
6209,69
6210,31
6211,74
6212,68
6213,77
6214,51
6215,68
6216,34
6217,83
6218,72
6219,47
6220,81
6221,70
6222,70
6223,73
6224,69
6225,82
6226,80
6227,60
6228,68
6229,66
6230,68
6231,55
6232,92
6233,76
6234,62
6235,92
6236,30
6237,50
6238,70
6239,91
6240,61
6241,79
6242,63
6243,72
6244,84
6245,40
6246,73
6247,53
6248,85
6249,58
6250,71
6251,70
6252,77
6253,74
6254,79
6255,67
6256,71
6257,63
6258,66
6259,59
6260,68
6261,59
6262,70
6263,73
6264,82
6265,41
6266,71
6267,72
6268,57
6269,69
6270,77
6271,60
6272,74
6273,74
6274,54
6275,64
6276,51
6277,48
6278,89
6279,79
6280,70
6281,81
6282,30
6283,85
6284,74
6285,57
6286,58
6287,67
6288,54
6289,82
6290,77
6291,66
6292,83
6293,69
6294,61
6295,64
6296,81
6297,72
6298,69
6299,88
6300,77
6301,49
6302,70
6303,56
6304,73
6305,74
6306,61
6307,54
6308,48
6309,52
6310,83
6311,66
6312,84
6313,80
6314,83
6315,71
6316,67
6317,39
6318,77
6319,74
6320,63
6321,31
6322,65
6323,67
6324,67
6325,60
6326,81
6327,77
6328,60
6329,84
6330,68
6331,70
6332,91
6333,65
6334,54
6335,78
6336,70
6337,72
6338,79
6339,44
6340,87
6341,65
6342,86
6343,36
6344,53
6345,52
6346,73
6347,87
6348,58
6349,85
6350,79
6351,88
6352,82
6353,60
6354,53
6355,84
6356,62
6357,56
6358,74
6359,59
6360,78
6361,60
6362,76
6363,41
6364,51
6365,75
6366,38
6367,60
6368,59
6369,79
6370,49
6371,33
6372,58
6373,70
6374,90
6375,90
6376,62
6377,82
6378,85
6379,66
6380,71
6381,82
6382,75
6383,55
6384,52
6385,76
6386,58
6387,62
6388,36
6389,60
6390,44
6391,86
6392,60
6393,76
6394,66
6395,70
6396,72
6397,52
6398,83
6399,78
6400,78
6401,49
6402,88
6403,71
6404,78
6405,74
6406,74
6407,65
6408,67
6409,33
6410,85
6411,62
6412,67
6413,66
6414,61
6415,59
6416,75
6417,40
6418,80
6419,31
6420,74
6421,62
6422,50
6423,73
6424,56
6425,47
6426,47
6427,70
6428,52
6429,30
6430,59
6431,66
6432,73
6433,76
6434,70
6435,47
6436,65
6437,71
6438,51
6439,69
6440,48
6441,73
6442,81
6443,78
6444,71
6445,69
6446,60
6447,57
6448,48
6449,34
6450,74
6451,69
6452,56
6453,81
6454,57
6455,72
6456,79
6457,74
6458,63
6459,71
6460,69
6461,82
6462,50
6463,56
6464,67
6465,54
6466,30
6467,89
6468,75
6469,75
6470,72
6471,67
6472,76
6473,48
6474,58
6475,48
6476,37
6477,37
6478,68
6479,73
6480,75
6481,45
6482,64
6483,83
6484,55
6485,69
6486,77
6487,83
6488,72
6489,55
6490,66
6491,83
6492,81
6493,58
6494,61
6495,50
6496,82
6497,77
6498,85
6499,72
6500,59
6501,63
6502,55
6503,71
6504,72
6505,74
6506,68
6507,63
6508,56
6509,56
6510,77
6511,82
6512,64
6513,79
6514,75
6515,68
6516,93
6517,64
6518,66
6519,82
6520,69
6521,73
6522,34
6523,89
6524,54
6525,31
6526,81
6527,80
6528,80
6529,75
6530,65
6531,68
6532,35
6533,34
6534,43
6535,75
6536,63
6537,66
6538,77
6539,77
6540,73
6541,81
6542,41
6543,63
6544,63
6545,71
6546,31
6547,86
6548,85
6549,71
6550,78
6551,67
6552,68
6553,74
6554,59
6555,66
6556,42
6557,69
6558,66
6559,30
6560,82
6561,76
6562,63
6563,89
6564,74
6565,78
6566,46
6567,70
6568,73
6569,34
6570,76
6571,65
6572,54
6573,42
6574,63
6575,42
6576,67
6577,73
6578,44
6579,44
6580,46
6581,52
6582,84
6583,71
6584,54
6585,65
6586,31
6587,78
6588,37
6589,64
6590,60
6591,66
6592,78
6593,58
6594,66
6595,85
6596,56
6597,78
6598,65
6599,37
6600,77
6601,58
6602,72
6603,75
6604,27
6605,53
6606,78
6607,55
6608,75
6609,44
6610,63
6611,89
6612,69
6613,60
6614,79
6615,82
6616,60
6617,34
6618,52
6619,58
6620,77
6621,31
6622,41
6623,52
6624,78
6625,70
6626,80
6627,48
6628,58
6629,57
6630,57
6631,82
6632,82
6633,78
6634,83
6635,34
6636,81
6637,74
6638,72
6639,66
6640,65
6641,63
6642,32
6643,66
6644,39
6645,59
6646,93
6647,48
6648,44
6649,76
6650,85
6651,46
6652,74
6653,68
6654,57
6655,47
6656,63
6657,75
6658,48
6659,65
6660,79
6661,72
6662,55
6663,59
6664,80
6665,42
6666,66
6667,62
6668,37
6669,68
6670,66
6671,32
6672,46
6673,73
6674,77
6675,53
6676,67
6677,76
6678,72
6679,78
6680,73
6681,73
6682,61
6683,55
6684,39
6685,76
6686,73
6687,71
6688,77
6689,33
6690,79
6691,59
6692,64
6693,65
6694,73
6695,59
6696,68
6697,68
6698,83
6699,80
6700,72
6701,77
6702,31
6703,82
6704,60
6705,38
6706,81
6707,73
6708,50
6709,59
6710,33
6711,63
6712,82
6713,72
6714,67
6715,87
6716,71
6717,34
6718,72
6719,91
6720,67
6721,84
6722,72
6723,62
6724,61
6725,70
6726,76
6727,57
6728,40
6729,95
6730,39
6731,81
6732,81
6733,73
6734,60
6735,82
6736,77
6737,75
6738,56
6739,59
6740,64
6741,64
6742,58
6743,71
6744,74
6745,81
6746,80
6747,61
6748,42
6749,78
6750,85
6751,85
6752,65
6753,71
6754,34
6755,91
6756,61
6757,57
6758,71
6759,74
6760,57
6761,65
6762,78
6763,76
6764,80
6765,51
6766,77
6767,49
6768,80
6769,74
6770,32
6771,90
6772,73
6773,62
6774,61
6775,83
6776,87
6777,58
6778,73
6779,67
6780,33
6781,75
6782,66
6783,66
6784,83
6785,65
6786,63
6787,80
6788,90
6789,72
6790,73
6791,59
6792,57
6793,69
6794,77
6795,72
6796,76
6797,58
6798,78
6799,76
6800,46
6801,86
6802,64
6803,69
6804,36
6805,66
6806,37
6807,61
6808,86
6809,69
6810,76
6811,84
6812,67
6813,75
6814,46
6815,70
6816,72
6817,44
6818,79
6819,75
6820,66
6821,64
6822,58
6823,32
6824,67
6825,51
6826,76
6827,27
6828,70
6829,86
6830,57
6831,39
6832,70
6833,72
6834,72
6835,68
6836,74
6837,72
6838,39
6839,71
6840,72
6841,42
6842,39
6843,54
6844,83
6845,53
6846,83
6847,50
6848,62
6849,75
6850,59
6851,55
6852,73
6853,52
6854,79
6855,54
6856,48
6857,60
6858,33
6859,73
6860,50
6861,60
6862,52
6863,72
6864,63
6865,53
6866,68
6867,78
6868,61
6869,77
6870,59
6871,46
6872,82
6873,59
6874,94
6875,74
6876,77
6877,49
6878,75
6879,91
6880,48
6881,75
6882,75
6883,57
6884,79
6885,79
6886,73
6887,73
6888,64
6889,75
6890,58
6891,58
6892,62
6893,64
6894,69
6895,72
6896,87
6897,55
6898,72
6899,81
6900,83
6901,75
6902,73
6903,75
6904,70
6905,71
6906,51
6907,58
6908,73
6909,85
6910,77
6911,38
6912,60
6913,65
6914,74
6915,40
6916,82
6917,79
6918,73
6919,82
6920,78
6921,88
6922,40
6923,64
6924,92
6925,66
6926,62
6927,40
6928,65
6929,81
6930,85
6931,90
6932,65
6933,38
6934,52
6935,70
6936,70
6937,79
6938,60
6939,59
6940,79
6941,39
6942,74
6943,74
6944,61
6945,41
6946,64
6947,61
6948,42
6949,75
6950,72
6951,30
6952,63
6953,47
6954,60
6955,81
6956,59
6957,52
6958,58
6959,64
6960,48
6961,40
6962,80
6963,38
6964,49
6965,63
6966,74
6967,50
6968,76
6969,79
6970,70
6971,78
6972,74
6973,76
6974,83
6975,60
6976,67
6977,48
6978,33
6979,74
6980,88
6981,66
6982,83
6983,88
6984,78
6985,68
6986,81
6987,81
6988,67
6989,78
6990,71
6991,80
6992,76
6993,82
6994,68
6995,72
6996,63
6997,74
6998,73
6999,63
7000,68
7001,65
7002,76
7003,59
7004,73
7005,58
7006,48
7007,58
7008,80
7009,69
7010,55
7011,45
7012,60
7013,60
7014,65
7015,60
7016,58
7017,72
7018,53
7019,81
7020,48
7021,75
7022,71
7023,62
7024,42
7025,75
7026,50
7027,67
7028,53
7029,48
7030,72
7031,68
7032,71
7033,69
7034,65
7035,60
7036,29
7037,61
7038,61
7039,65
7040,50
7041,64
7042,72
7043,70
7044,38
7045,67
7046,91
7047,91
7048,75
7049,61
7050,86
7051,56
7052,71
7053,57
7054,74
7055,79
7056,65
7057,70
7058,54
7059,39
7060,74
7061,75
7062,68
7063,52
7064,68
7065,75
7066,36
7067,51
7068,34
7069,65
7070,32
7071,50
7072,65
7073,71
7074,74
7075,58
7076,84
7077,65
7078,76
7079,69
7080,68
7081,68
7082,68
7083,64
7084,91
7085,74
7086,47
7087,85
7088,68
7089,68
7090,70
7091,61
7092,82
7093,40
7094,60
7095,53
7096,75
7097,68
7098,58
7099,57
7100,75
7101,60
7102,68
7103,60
7104,68
7105,56
7106,81
7107,67
7108,40
7109,77
7110,64
7111,76
7112,83
7113,80
7114,61
7115,56
7116,80
7117,67
7118,73
7119,68
7120,61
7121,76
7122,76
7123,71
7124,55
7125,83
7126,74
7127,83
7128,34
7129,34
7130,82
7131,50
7132,61
7133,76
7134,67
7135,70
7136,65
7137,81
7138,76
7139,48
7140,48
7141,67
7142,68
7143,61
7144,71
7145,70
7146,57
7147,89
7148,75
7149,76
7150,48
7151,32
7152,25
7153,84
7154,70
7155,64
7156,44
7157,61
7158,83
7159,59
7160,53
7161,67
7162,77
7163,63
7164,75
7165,77
7166,39
7167,85
7168,69
7169,61
7170,48
7171,39
7172,72
7173,85
7174,57
7175,50
7176,74
7177,45
7178,68
7179,72
7180,70
7181,70
7182,75
7183,65
7184,64
7185,70
7186,64
7187,68
7188,81
7189,51
7190,56
7191,56
7192,64
7193,69
7194,55
7195,71
7196,65
7197,41
7198,52
7199,67
7200,87
7201,48
7202,74
7203,62
7204,67
7205,56
7206,68
7207,88
7208,67
7209,73
7210,70
7211,72
7212,60
7213,65
7214,60
7215,36
7216,64
7217,52
7218,89
7219,45
7220,68
7221,61
7222,76
7223,85
7224,32
7225,57
7226,87
7227,78
7228,33
7229,55
7230,72
7231,70
7232,74
7233,73
7234,73
7235,59
7236,74
7237,70
7238,84
7239,56
7240,77
7241,77
7242,77
7243,48
7244,45
7245,67
7246,77
7247,65
7248,60
7249,74
7250,63
7251,72
7252,83
7253,77
7254,78
7255,61
7256,60
7257,49
7258,85
7259,80
7260,72
7261,63
7262,64
7263,66
7264,56
7265,66
7266,81
7267,70
7268,67
7269,76
7270,56
7271,58
7272,63
7273,67
7274,77
7275,77
7276,69
7277,72
7278,69
7279,68
7280,42
7281,62
7282,40
7283,37
7284,66
7285,62
7286,81
7287,65
7288,73
7289,80
7290,65
7291,73
7292,75
7293,75
7294,68
7295,57
7296,67
7297,73
7298,75
7299,70
7300,83
7301,54
7302,54
7303,76
7304,46
7305,79
7306,56
7307,66
7308,74
7309,72
7310,73
7311,61
7312,70
7313,87
7314,84
7315,62
7316,73
7317,30
7318,58
7319,74
7320,78
7321,84
7322,66
7323,65
7324,60
7325,71
7326,59
7327,62
7328,77
7329,73
7330,69
7331,66
7332,79
7333,67
7334,88
7335,63
7336,57
7337,48
7338,50
7339,55
7340,40
7341,53
7342,45
7343,83
7344,83
7345,40
7346,75
7347,75
7348,67
7349,70
7350,41
7351,84
7352,75
7353,77
7354,32
7355,35
7356,55
7357,55
7358,42
7359,68
7360,47
7361,70
7362,66
7363,72
7364,65
7365,76
7366,70
7367,53
7368,67
7369,53
7370,73
7371,70
7372,82
7373,45
7374,71
7375,33
7376,79
7377,76
7378,73
7379,67
7380,33
7381,70
7382,65
7383,48
7384,82
7385,47
7386,84
7387,35
7388,31
7389,75
7390,38
7391,69
7392,73
7393,64
7394,74
7395,74
7396,67
7397,75
7398,72
7399,63
7400,67
7401,47
7402,35
7403,73
7404,81
7405,59
7406,66
7407,67
7408,65
7409,83
7410,58
7411,75
7412,31
7413,68
7414,85
7415,58
7416,79
7417,54
7418,88
7419,85
7420,69
7421,71
7422,67
7423,70
7424,33
7425,75
7426,81
7427,50
7428,77
7429,75
7430,73
7431,64
7432,90
7433,70
7434,83
7435,82
7436,79
7437,59
7438,59
7439,60
7440,71
7441,43
7442,87
7443,68
7444,61
7445,65
7446,65
7447,79
7448,63
7449,63
7450,93
7451,76
7452,78
7453,79
7454,77
7455,69
7456,66
7457,75
7458,47
7459,44
7460,85
7461,55
7462,70
7463,63
7464,56
7465,72
7466,68
7467,80
7468,45
7469,81
7470,75
7471,68
7472,43
7473,32
7474,75
7475,65
7476,35
7477,73
7478,76
7479,81
7480,65
7481,65
7482,55
7483,70
7484,70
7485,55
7486,75
7487,58
7488,74
7489,58
7490,58
7491,55
7492,69
7493,66
7494,73
7495,77
7496,79
7497,79
7498,75
7499,75
7500,80
7501,80
7502,70
7503,48
7504,61
7505,41
7506,78
7507,38
7508,65
7509,72
7510,65
7511,71
7512,55
7513,68
7514,63
7515,44
7516,78
7517,80
7518,83
7519,83
7520,40
7521,61
7522,73
7523,65
7524,77
7525,50
7526,36
7527,73
7528,84
7529,66
7530,70
7531,56
7532,64
7533,87
7534,37
7535,67
7536,75
7537,68
7538,74
7539,70
7540,59
7541,73
7542,64
7543,62
7544,76
7545,66
7546,58
7547,63
7548,63
7549,52
7550,66
7551,59
7552,86
7553,79
7554,49
7555,23
7556,58
7557,54
7558,74
7559,48
7560,72
7561,75
7562,62
7563,64
7564,56
7565,80
7566,67
7567,66
7568,73
7569,79
7570,61
7571,84
7572,90
7573,67
7574,69
7575,71
7576,56
7577,75
7578,78
7579,58
7580,43
7581,51
7582,89
7583,34
7584,70
7585,74
7586,77
7587,71
7588,92
7589,59
7590,56
7591,81
7592,71
7593,59
7594,85
7595,84
7596,73
7597,71
7598,70
7599,70
7600,70
7601,57
7602,71
7603,53
7604,52
7605,60
7606,88
7607,73
7608,73
7609,61
7610,68
7611,82
7612,74
7613,74
7614,74
7615,74
7616,67
7617,78
7618,64
7619,69
7620,42
7621,69
7622,66
7623,52
7624,67
7625,76
7626,64
7627,62
7628,50
7629,65
7630,78
7631,41
7632,29
7633,81
7634,73
7635,59
7636,67
7637,71
7638,68
7639,61
7640,75
7641,60
7642,57
7643,57
7644,81
7645,90
7646,67
7647,63
7648,53
7649,75
7650,75
7651,74
7652,52
7653,71
7654,72
7655,47
7656,34
7657,33
7658,58
7659,82
7660,48
7661,48
7662,48
7663,43
7664,78
7665,62
7666,88
7667,72
7668,76
7669,28
7670,57
7671,68
7672,75
7673,71
7674,39
7675,75
7676,72
7677,79
7678,77
7679,80
7680,39
7681,83
7682,70
7683,84
7684,30
7685,44
7686,61
7687,75
7688,62
7689,72
7690,77
7691,36
7692,64
7693,88
7694,40
7695,64
7696,72
7697,70
7698,32
7699,78
7700,65
7701,65
7702,81
7703,62
7704,92
7705,71
7706,72
7707,83
7708,77
7709,68
7710,45
7711,51
7712,79
7713,71
7714,55
7715,74
7716,57
7717,67
7718,35
7719,82
7720,62
7721,75
7722,78
7723,85
7724,70
7725,68
7726,54
7727,62
7728,48
7729,74
7730,76
7731,59
7732,50
7733,72
7734,72
7735,90
7736,56
7737,61
7738,41
7739,68
7740,58
7741,57
7742,76
7743,73
7744,71
7745,80
7746,59
7747,32
7748,70
7749,36
7750,86
7751,74
7752,74
7753,69
7754,63
7755,78
7756,29
7757,70
7758,67
7759,72
7760,74
7761,63
7762,71
7763,68
7764,80
7765,60
7766,55
7767,55
7768,78
7769,57
7770,71
7771,82
7772,67
7773,68
7774,32
7775,65
7776,44
7777,68
7778,77
7779,76
7780,50
7781,43
7782,59
7783,69
7784,81
7785,66
7786,65
7787,74
7788,54
7789,75
7790,27
7791,83
7792,51
7793,55
7794,64
7795,62
7796,85
7797,65
7798,62
7799,87
7800,76
7801,54
7802,58
7803,58
7804,47
7805,71
7806,72
7807,85
7808,47
7809,67
7810,76
7811,91
7812,74
7813,82
7814,55
7815,59
7816,70
7817,65
7818,64
7819,55
7820,69
7821,61
7822,44
7823,72
7824,73
7825,76
7826,65
7827,74
7828,88
7829,65
7830,49
7831,72
7832,44
7833,68
7834,85
7835,70
7836,81
7837,70
7838,32
7839,84
7840,69
7841,44
7842,57
7843,79
7844,70
7845,31
7846,74
7847,42
7848,71
7849,71
7850,73
7851,74
7852,84
7853,71
7854,71
7855,64
7856,70
7857,64
7858,67
7859,58
7860,76
7861,68
7862,69
7863,66
7864,41
7865,67
7866,58
7867,62
7868,73
7869,44
7870,74
7871,79
7872,70
7873,75
7874,60
7875,38
7876,30
7877,76
7878,61
7879,34
7880,73
7881,63
7882,34
7883,73
7884,69
7885,64
7886,66
7887,84
7888,66
7889,61
7890,67
7891,66
7892,86
7893,75
7894,60
7895,71
7896,76
7897,45
7898,66
7899,75
7900,80
7901,75
7902,61
7903,71
7904,80
7905,80
7906,78
7907,78
7908,70
7909,69
7910,56
7911,52
7912,66
7913,63
7914,65
7915,79
7916,67
7917,62
7918,73
7919,76
7920,80
7921,47
7922,56
7923,35
7924,59
7925,33
7926,56
7927,77
7928,80
7929,77
7930,68
7931,38
7932,70
7933,90
7934,74
7935,49
7936,55
7937,62
7938,70
7939,78
7940,39
7941,57
7942,65
7943,60
7944,72
7945,76
7946,85
7947,48
7948,72
7949,49
7950,65
7951,80
7952,59
7953,60
7954,56
7955,72
7956,72
7957,62
7958,75
7959,46
7960,72
7961,62
7962,74
7963,66
7964,75
7965,72
7966,57
7967,72
7968,33
7969,72
7970,79
7971,59
7972,38
7973,67
7974,48
7975,42
7976,56
7977,63
7978,70
7979,47
7980,65
7981,75
7982,72
7983,67
7984,70
7985,74
7986,55
7987,55
7988,34
7989,68
7990,81
7991,45
7992,71
7993,86
7994,84
7995,70
7996,69
7997,72
7998,61
7999,62
8000,76
8001,73
8002,74
8003,51
8004,65
8005,74
8006,66
8007,66
8008,63
8009,27
8010,58
8011,29
8012,66
8013,64
8014,38
8015,63
8016,57
8017,59
8018,58
8019,68
8020,68
8021,88
8022,73
8023,82
8024,33
8025,60
8026,59
8027,49
8028,79
8029,76
8030,47
8031,77
8032,73
8033,73
8034,65
8035,76
8036,65
8037,67
8038,75
8039,42
8040,52
8041,59
8042,66
8043,33
8044,56
8045,72
8046,43
8047,58
8048,66
8049,59
8050,43
8051,69
8052,24
8053,48
8054,70
8055,68
8056,71
8057,83
8058,83
8059,66
8060,74
8061,67
8062,49
8063,44
8064,67
8065,32
8066,75
8067,77
8068,78
8069,88
8070,40
8071,31
8072,80
8073,82
8074,32
8075,65
8076,53
8077,68
8078,73
8079,50
8080,81
8081,70
8082,74
8083,57
8084,77
8085,58
8086,58
8087,70
8088,32
8089,55
8090,76
8091,72
8092,25
8093,49
8094,43
8095,85
8096,70
8097,65
8098,78
8099,71
8100,68
8101,64
8102,68
8103,72
8104,35
8105,61
8106,69
8107,70
8108,74
8109,74
8110,79
8111,39
8112,73
8113,65
8114,82
8115,57
8116,75
8117,56
8118,70
8119,81
8120,51
8121,75
8122,56
8123,57
8124,63
8125,83
8126,66
8127,38
8128,73
8129,61
8130,91
8131,63
8132,56
8133,63
8134,71
8135,72
8136,90
8137,86
8138,79
8139,68
8140,55
8141,71
8142,73
8143,60
8144,53
8145,49
8146,38
8147,75
8148,68
8149,76
8150,70
8151,44
8152,61
8153,70
8154,70
8155,60
8156,68
8157,81
8158,75
8159,38
8160,38
8161,82
8162,69
8163,84
8164,71
8165,71
8166,49
8167,77
8168,74
8169,39
8170,55
8171,57
8172,65
8173,43
8174,72
8175,36
8176,93
8177,74
8178,63
8179,79
8180,77
8181,66
8182,67
8183,39
8184,70
8185,60
8186,72
8187,59
8188,70
8189,73
8190,69
8191,69
8192,68
8193,75
8194,79
8195,39
8196,71
8197,58
8198,75
8199,74
8200,62
8201,91
8202,75
8203,48
8204,77
8205,54
8206,72
8207,65
8208,69
8209,70
8210,81
8211,81
8212,81
8213,44
8214,70
8215,54
8216,39
8217,53
8218,52
8219,61
8220,63
8221,62
8222,65
8223,60
8224,70
8225,75
8226,65
8227,57
8228,68
8229,71
8230,80
8231,18
8232,22
8233,70
8234,70
8235,53
8236,58
8237,67
8238,69
8239,71
8240,62
8241,62
8242,90
8243,24
8244,42
8245,72
8246,58
8247,65
8248,78
8249,57
8250,52
8251,68
8252,78
8253,65
8254,68
8255,54
8256,75
8257,58
8258,60
8259,77
8260,72
8261,79
8262,79
8263,61
8264,42
8265,83
8266,71
8267,68
8268,68
8269,39
8270,66
8271,69
8272,65
8273,47
8274,47
8275,65
8276,33
8277,39
8278,65
8279,73
8280,44
8281,74
8282,67
8283,72
8284,82
8285,63
8286,71
8287,30
8288,88
8289,37
8290,68
8291,61
8292,71
8293,50
8294,82
8295,30
8296,67
8297,59
8298,31
8299,82
8300,40
8301,40
8302,75
8303,72
8304,55
8305,64
8306,58
8307,71
8308,65
8309,41
8310,62
8311,59
8312,75
8313,75
8314,41
8315,67
8316,40
8317,89
8318,68
8319,70
8320,73
8321,70
8322,73
8323,71
8324,80
8325,81
8326,78
8327,66
8328,60
8329,71
8330,74
8331,42
8332,85
8333,63
8334,55
8335,67
8336,83
8337,87
8338,63
8339,57
8340,67
8341,49
8342,78
8343,70
8344,82
8345,73
8346,70
8347,33
8348,46
8349,81
8350,82
8351,54
8352,68
8353,56
8354,33
8355,61
8356,85
8357,74
8358,50
8359,61
8360,74
8361,35
8362,92
8363,68
8364,68
8365,68
8366,70
8367,71
8368,61
8369,88
8370,75
8371,72
8372,46
8373,60
8374,57
8375,33
8376,68
8377,63
8378,64
8379,80
8380,58
8381,62
8382,74
8383,71
8384,46
8385,57
8386,59
8387,82
8388,35
8389,62
8390,72
8391,85
8392,66
8393,74
8394,71
8395,66
8396,73
8397,69
8398,59
8399,50
8400,69
8401,62
8402,40
8403,80
8404,66
8405,81
8406,56
8407,70
8408,66
8409,64
8410,36
8411,47
8412,40
8413,75
8414,72
8415,72
8416,58
8417,72
8418,78
8419,70
8420,60
8421,68
8422,72
8423,56
8424,51
8425,70
8426,73
8427,62
8428,48
8429,68
8430,72
8431,57
8432,84
8433,72
8434,90
8435,66
8436,81
8437,63
8438,72
8439,67
8440,65
8441,65
8442,82
8443,57
8444,62
8445,72
8446,71
8447,71
8448,56
8449,71
8450,81
8451,40
8452,50
8453,40
8454,83
8455,72
8456,68
8457,63
8458,64
8459,73
8460,78
8461,71
8462,70
8463,85
8464,75
8465,60
8466,60
8467,76
8468,80
8469,69
8470,41
8471,78
8472,63
8473,68
8474,64
8475,80
8476,80
8477,62
8478,72
8479,90
8480,78
8481,55
8482,47
8483,71
8484,73
8485,84
8486,50
8487,86
8488,56
8489,80
8490,72
8491,63
8492,75
8493,65
8494,67
8495,52
8496,84
8497,72
8498,31
8499,47
8500,85
8501,73
8502,62
8503,62
8504,57
8505,47
8506,68
8507,29
8508,77
8509,49
8510,72
8511,61
8512,71
8513,72
8514,67
8515,68
8516,64
8517,64
8518,70
8519,35
8520,67
8521,65
8522,66
8523,40
8524,70
8525,80
8526,74
8527,51
8528,62
8529,75
8530,65
8531,34
8532,69
8533,66
8534,74
8535,65
8536,73
8537,78
8538,73
8539,50
8540,79
8541,56
8542,68
8543,76
8544,70
8545,58
8546,74
8547,56
8548,90
8549,65
8550,47
8551,58
8552,80
8553,68
8554,56
8555,61
8556,58
8557,67
8558,54
8559,64
8560,70
8561,72
8562,76
8563,65
8564,41
8565,72
8566,76
8567,57
8568,57
8569,74
8570,77
8571,75
8572,60
8573,71
8574,44
8575,70
8576,77
8577,64
8578,35
8579,71
8580,73
8581,73
8582,68
8583,61
8584,63
8585,78
8586,34
8587,53
8588,63
8589,61
8590,78
8591,55
8592,29
8593,86
8594,62
8595,73
